username,row,total_selected_owned,count__bgg_golden_age_canon,count__amerithrash_miniatures_lcg,count__dungeon_crawl_cooperative_campaign_adventure,count__current_heavy_euro_engine_builders,count__historical_wargames_conflict_strategy,count__party_family_social_deduction,count__puzzle_nature_tableau_builders,count__medium_worker_placement_euros,count__cooperative_trick_taking_deduction,count__roll_and_write_number_dice_games,count__legacy_narrative_mystery,count__other,share__bgg_golden_age_canon,share__amerithrash_miniatures_lcg,share__dungeon_crawl_cooperative_campaign_adventure,share__current_heavy_euro_engine_builders,share__historical_wargames_conflict_strategy,share__party_family_social_deduction,share__puzzle_nature_tableau_builders,share__medium_worker_placement_euros,share__cooperative_trick_taking_deduction,share__roll_and_write_number_dice_games,share__legacy_narrative_mystery,share__other,dominant_dimension,dominant_share,included_share,profile_entropy_norm,n_active_dimensions,eligible_for_archetype,dominant_taste_dimension,dominant_taste_share,archetype,archetype_family
s88060502,3237,12,3,4,1,1,1,0,0,2,0,0,0,0,0.25,0.33333334,0.083333336,0.083333336,0.083333336,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0,amerithrash_miniatures_lcg,0.33333334,1.0,0.657019,6,False,amerithrash_miniatures_lcg,0.33333334,insufficient_selected_owned,insufficient_selected_owned
SA45XD,3238,122,2,4,40,8,3,4,10,2,6,1,4,38,0.016393442,0.032786883,0.32786885,0.06557377,0.024590164,0.032786883,0.08196721,0.016393442,0.04918033,0.008196721,0.032786883,0.3114754,dungeon_crawl_cooperative_campaign_adventure,0.32786885,0.6885246,0.749414,12,True,dungeon_crawl_cooperative_campaign_adventure,0.32786885,leaning__dungeon_crawl_cooperative_campaign_adventure,leaning
saabee,3239,117,29,4,5,2,4,18,4,5,5,2,4,35,0.24786325,0.034188036,0.042735044,0.017094018,0.034188036,0.15384616,0.034188036,0.042735044,0.042735044,0.017094018,0.034188036,0.2991453,other,0.2991453,0.70085466,0.804735,12,True,bgg_golden_age_canon,0.24786325,other_dominant_mixed,other_dominant
Saaur_,3240,115,15,0,8,3,27,1,1,1,22,0,0,37,0.13043478,0.0,0.069565214,0.026086956,0.2347826,0.008695652,0.008695652,0.008695652,0.19130434,0.0,0.0,0.32173914,other,0.32173914,0.67826086,0.680703,9,True,historical_wargames_conflict_strategy,0.2347826,other_dominant_mixed,other_dominant
Sabindafigaro,3241,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,other,1.0,0.0,0.0,1,False,,0.0,insufficient_selected_owned,insufficient_selected_owned
SabrinaUBerni,3242,101,2,1,8,27,2,3,7,2,2,3,1,43,0.01980198,0.00990099,0.07920792,0.26732674,0.01980198,0.02970297,0.06930693,0.01980198,0.01980198,0.02970297,0.00990099,0.42574257,other,0.42574257,0.57425743,0.689367,12,True,current_heavy_euro_engine_builders,0.26732674,other_dominant_mixed,other_dominant
saeidka69,3243,18,3,0,0,2,0,2,1,1,0,1,1,7,0.16666667,0.0,0.0,0.11111111,0.0,0.11111111,0.055555556,0.055555556,0.0,0.055555556,0.055555556,0.3888889,other,0.3888889,0.6111111,0.722962,8,True,bgg_golden_age_canon,0.16666667,other_dominant_mixed,other_dominant
safety pin,3244,36,6,2,1,0,2,4,2,6,3,0,0,10,0.16666667,0.055555556,0.027777778,0.0,0.055555556,0.11111111,0.055555556,0.16666667,0.083333336,0.0,0.0,0.2777778,other,0.2777778,0.7222222,0.799044,9,True,bgg_golden_age_canon,0.16666667,other_dominant_mixed,other_dominant
sahilrhapar,3245,77,3,2,6,7,0,5,6,0,15,1,2,30,0.038961038,0.025974026,0.077922076,0.09090909,0.0,0.064935066,0.077922076,0.0,0.19480519,0.012987013,0.025974026,0.38961038,other,0.38961038,0.6103896,0.745165,10,True,cooperative_trick_taking_deduction,0.19480519,other_dominant_mixed,other_dominant
Saintcloud,3246,85,20,23,5,1,1,13,3,2,3,0,0,14,0.23529412,0.27058825,0.05882353,0.011764706,0.011764706,0.15294118,0.03529412,0.023529412,0.03529412,0.0,0.0,0.16470589,amerithrash_miniatures_lcg,0.27058825,0.8352941,0.754096,10,True,amerithrash_miniatures_lcg,0.27058825,generalist,generalist
Saji_loupgarou,3247,35,13,6,0,0,2,5,0,2,0,1,0,6,0.37142858,0.17142858,0.0,0.0,0.057142857,0.14285715,0.0,0.057142857,0.0,0.028571429,0.0,0.17142858,bgg_golden_age_canon,0.37142858,0.82857144,0.675759,7,True,bgg_golden_age_canon,0.37142858,leaning__bgg_golden_age_canon,leaning
Salomea,3248,171,17,6,1,70,0,6,10,22,0,4,0,35,0.099415205,0.03508772,0.0058479533,0.4093567,0.0,0.03508772,0.058479533,0.12865497,0.0,0.023391813,0.0,0.20467836,current_heavy_euro_engine_builders,0.4093567,0.79532164,0.685196,9,True,current_heavy_euro_engine_builders,0.4093567,specialist__current_heavy_euro_engine_builders,specialist
samoot,3249,50,4,4,6,10,4,1,1,6,0,0,1,13,0.08,0.08,0.12,0.2,0.08,0.02,0.02,0.12,0.0,0.0,0.02,0.26,other,0.26,0.74,0.813667,10,True,current_heavy_euro_engine_builders,0.2,other_dominant_mixed,other_dominant
samuel718,3250,31,5,14,2,0,2,1,0,3,0,0,0,4,0.16129032,0.4516129,0.06451613,0.0,0.06451613,0.032258064,0.0,0.09677419,0.0,0.0,0.0,0.12903225,amerithrash_miniatures_lcg,0.4516129,0.87096775,0.647081,7,True,amerithrash_miniatures_lcg,0.4516129,specialist__amerithrash_miniatures_lcg,specialist
sancmat,3251,109,7,2,5,9,0,5,29,9,3,2,1,37,0.06422018,0.018348623,0.04587156,0.08256881,0.0,0.04587156,0.26605505,0.08256881,0.027522936,0.018348623,0.0091743115,0.33944955,other,0.33944955,0.6605505,0.756003,11,True,puzzle_nature_tableau_builders,0.26605505,other_dominant_mixed,other_dominant
sander1989,3252,29,1,4,5,1,0,1,2,1,1,0,2,11,0.03448276,0.13793103,0.1724138,0.03448276,0.0,0.03448276,0.06896552,0.03448276,0.03448276,0.0,0.06896552,0.37931034,other,0.37931034,0.62068963,0.761977,10,True,dungeon_crawl_cooperative_campaign_adventure,0.1724138,other_dominant_mixed,other_dominant
Sansual,3253,22,4,3,1,0,0,11,0,0,0,0,0,3,0.18181819,0.13636364,0.045454547,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.13636364,party_family_social_deduction,0.5,0.8636364,0.539425,5,True,party_family_social_deduction,0.5,specialist__party_family_social_deduction,specialist
saranemeth,3254,25,2,0,0,5,1,0,1,4,0,1,0,11,0.08,0.0,0.0,0.2,0.04,0.0,0.04,0.16,0.0,0.04,0.0,0.44,other,0.44,0.56,0.629664,7,True,current_heavy_euro_engine_builders,0.2,other_dominant_mixed,other_dominant
Sarmatian,3255,74,20,28,0,0,2,8,2,2,2,0,0,10,0.27027026,0.3783784,0.0,0.0,0.027027028,0.10810811,0.027027028,0.027027028,0.027027028,0.0,0.0,0.13513513,amerithrash_miniatures_lcg,0.3783784,0.8648649,0.653012,8,True,amerithrash_miniatures_lcg,0.3783784,leaning__amerithrash_miniatures_lcg,leaning
Sas8Jo,3256,268,46,29,2,50,2,22,6,51,7,4,0,49,0.1716418,0.108208954,0.0074626864,0.18656716,0.0074626864,0.08208955,0.02238806,0.19029851,0.026119404,0.014925373,0.0,0.18283582,medium_worker_placement_euros,0.19029851,0.8171642,0.80651,11,True,medium_worker_placement_euros,0.19029851,generalist,generalist
Savage_Collection,3257,507,88,39,13,24,10,74,13,92,30,12,8,104,0.17357002,0.07692308,0.025641026,0.04733728,0.019723866,0.1459566,0.025641026,0.18145956,0.0591716,0.02366864,0.015779093,0.20512821,other,0.20512821,0.7948718,0.864367,12,True,medium_worker_placement_euros,0.18145956,other_dominant_mixed,other_dominant
Savannah93,3258,210,25,0,5,12,0,17,53,21,6,10,2,59,0.11904762,0.0,0.023809524,0.057142857,0.0,0.08095238,0.25238097,0.1,0.028571429,0.04761905,0.00952381,0.2809524,other,0.2809524,0.7190476,0.77859,10,True,puzzle_nature_tableau_builders,0.25238097,other_dominant_mixed,other_dominant
savedbygrace1521,3259,102,10,4,0,24,3,8,10,11,4,1,1,26,0.09803922,0.039215688,0.0,0.23529412,0.029411765,0.078431375,0.09803922,0.10784314,0.039215688,0.009803922,0.009803922,0.25490198,other,0.25490198,0.745098,0.817931,11,True,current_heavy_euro_engine_builders,0.23529412,other_dominant_mixed,other_dominant
sayden,3260,186,9,11,10,40,56,1,3,13,2,0,0,41,0.048387095,0.059139784,0.05376344,0.21505377,0.30107528,0.005376344,0.016129032,0.06989247,0.010752688,0.0,0.0,0.2204301,historical_wargames_conflict_strategy,0.30107528,0.77956986,0.734658,10,True,historical_wargames_conflict_strategy,0.30107528,leaning__historical_wargames_conflict_strategy,leaning
sbconstant,3261,26,11,0,0,1,8,2,0,0,1,0,0,3,0.42307693,0.0,0.0,0.03846154,0.30769232,0.07692308,0.0,0.0,0.03846154,0.0,0.0,0.115384616,bgg_golden_age_canon,0.42307693,0.88461536,0.572936,6,True,bgg_golden_age_canon,0.42307693,specialist__bgg_golden_age_canon,specialist
sberends,3262,81,0,3,40,0,0,2,4,1,1,1,2,27,0.0,0.037037037,0.49382716,0.0,0.0,0.024691358,0.049382716,0.012345679,0.012345679,0.012345679,0.024691358,0.33333334,dungeon_crawl_cooperative_campaign_adventure,0.49382716,0.6666666,0.535549,9,True,dungeon_crawl_cooperative_campaign_adventure,0.49382716,specialist__dungeon_crawl_cooperative_campaign_adventure,specialist
scandnavik,3263,159,61,4,0,3,3,25,0,39,1,2,0,21,0.3836478,0.025157232,0.0,0.018867925,0.018867925,0.1572327,0.0,0.24528302,0.006289308,0.012578616,0.0,0.13207547,bgg_golden_age_canon,0.3836478,0.8679245,0.643846,9,True,bgg_golden_age_canon,0.3836478,leaning__bgg_golden_age_canon,leaning
Schiefi,3264,57,2,8,4,0,1,5,1,4,4,4,2,22,0.03508772,0.14035088,0.07017544,0.0,0.01754386,0.0877193,0.01754386,0.07017544,0.07017544,0.07017544,0.03508772,0.3859649,other,0.3859649,0.6140351,0.796493,11,True,amerithrash_miniatures_lcg,0.14035088,other_dominant_mixed,other_dominant
Schmusie1980,3265,20,3,3,2,3,0,0,0,6,0,0,0,3,0.15,0.15,0.1,0.15,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.15,medium_worker_placement_euros,0.3,0.85,0.696092,6,True,medium_worker_placement_euros,0.3,leaning__medium_worker_placement_euros,leaning
Schwarz_Bruder,3266,33,0,6,10,1,0,2,3,0,0,0,0,11,0.0,0.18181819,0.3030303,0.030303031,0.0,0.060606062,0.09090909,0.0,0.0,0.0,0.0,0.33333334,other,0.33333334,0.6666666,0.616441,6,True,dungeon_crawl_cooperative_campaign_adventure,0.3030303,other_dominant_mixed,other_dominant
Scifi362,3267,21,7,1,0,0,0,5,0,0,5,0,1,2,0.33333334,0.04761905,0.0,0.0,0.0,0.23809524,0.0,0.0,0.23809524,0.0,0.04761905,0.0952381,bgg_golden_age_canon,0.33333334,0.9047619,0.629188,6,True,bgg_golden_age_canon,0.33333334,leaning__bgg_golden_age_canon,leaning
scifiantihero,3268,181,16,31,1,10,54,6,1,26,2,0,1,33,0.08839779,0.17127071,0.005524862,0.055248618,0.29834256,0.03314917,0.005524862,0.1436464,0.011049724,0.0,0.005524862,0.18232045,historical_wargames_conflict_strategy,0.29834256,0.8176795,0.754722,11,True,historical_wargames_conflict_strategy,0.29834256,generalist,generalist
SCOBYBryant,3269,32,11,4,2,6,0,1,0,7,0,0,0,1,0.34375,0.125,0.0625,0.1875,0.0,0.03125,0.0,0.21875,0.0,0.0,0.0,0.03125,bgg_golden_age_canon,0.34375,0.96875,0.669332,7,True,bgg_golden_age_canon,0.34375,leaning__bgg_golden_age_canon,leaning
scordo13,3270,243,21,9,6,3,3,29,42,6,29,6,11,78,0.086419754,0.037037037,0.024691358,0.012345679,0.012345679,0.11934157,0.17283951,0.024691358,0.11934157,0.024691358,0.04526749,0.32098764,other,0.32098764,0.67901236,0.817736,12,True,puzzle_nature_tableau_builders,0.17283951,other_dominant_mixed,other_dominant
sctape,3271,258,14,35,3,37,2,33,22,46,9,2,1,54,0.054263566,0.13565892,0.011627907,0.14341085,0.007751938,0.12790698,0.08527132,0.17829457,0.034883723,0.007751938,0.003875969,0.20930232,other,0.20930232,0.7906977,0.837493,12,True,medium_worker_placement_euros,0.17829457,other_dominant_mixed,other_dominant
Scytale82,3272,33,3,13,7,1,0,1,1,2,1,0,0,4,0.09090909,0.3939394,0.21212122,0.030303031,0.0,0.030303031,0.030303031,0.060606062,0.030303031,0.0,0.0,0.121212125,amerithrash_miniatures_lcg,0.3939394,0.8787879,0.709639,9,True,amerithrash_miniatures_lcg,0.3939394,leaning__amerithrash_miniatures_lcg,leaning
sdh0305,3273,226,31,2,4,22,4,26,14,6,24,6,2,85,0.13716814,0.0088495575,0.017699115,0.097345136,0.017699115,0.11504425,0.061946902,0.026548672,0.10619469,0.026548672,0.0088495575,0.3761062,other,0.3761062,0.6238938,0.782894,12,True,bgg_golden_age_canon,0.13716814,other_dominant_mixed,other_dominant
SDmitry,3274,35,5,8,2,5,0,3,1,1,1,0,0,9,0.14285715,0.22857143,0.057142857,0.14285715,0.0,0.08571429,0.028571429,0.028571429,0.028571429,0.0,0.0,0.25714287,other,0.25714287,0.7428571,0.773241,9,True,amerithrash_miniatures_lcg,0.22857143,other_dominant_mixed,other_dominant
seabreezesg1,3275,105,4,18,21,5,8,8,10,0,0,1,1,29,0.03809524,0.17142858,0.2,0.04761905,0.07619048,0.07619048,0.0952381,0.0,0.0,0.00952381,0.00952381,0.2761905,other,0.2761905,0.7238095,0.786322,10,True,dungeon_crawl_cooperative_campaign_adventure,0.2,other_dominant_mixed,other_dominant
SebastianZp,3276,40,1,9,6,3,2,4,0,2,2,0,0,11,0.025,0.225,0.15,0.075,0.05,0.1,0.0,0.05,0.05,0.0,0.0,0.275,other,0.275,0.725,0.781245,9,True,amerithrash_miniatures_lcg,0.225,other_dominant_mixed,other_dominant
Sebek1987,3277,86,1,16,6,14,12,1,4,11,1,1,1,18,0.011627907,0.18604651,0.069767445,0.1627907,0.13953489,0.011627907,0.046511628,0.12790698,0.011627907,0.011627907,0.011627907,0.20930232,other,0.20930232,0.7906977,0.829414,12,True,amerithrash_miniatures_lcg,0.18604651,other_dominant_mixed,other_dominant
SebWilder,3278,75,5,0,5,2,1,2,9,0,12,0,1,38,0.06666667,0.0,0.06666667,0.026666667,0.013333334,0.026666667,0.12,0.0,0.16,0.0,0.013333334,0.50666666,other,0.50666666,0.49333334,0.628447,9,True,cooperative_trick_taking_deduction,0.16,other_dominant_low_coverage,other_dominant
secondofthenew,3279,61,9,2,2,3,21,1,0,2,3,0,1,17,0.14754099,0.032786883,0.032786883,0.04918033,0.3442623,0.016393442,0.0,0.032786883,0.04918033,0.0,0.016393442,0.27868852,historical_wargames_conflict_strategy,0.3442623,0.72131145,0.71341,10,True,historical_wargames_conflict_strategy,0.3442623,leaning__historical_wargames_conflict_strategy,leaning
Sejanus,3280,16,6,3,0,0,4,0,0,0,1,0,0,2,0.375,0.1875,0.0,0.0,0.25,0.0,0.0,0.0,0.0625,0.0,0.0,0.125,bgg_golden_age_canon,0.375,0.875,0.58814,5,True,bgg_golden_age_canon,0.375,leaning__bgg_golden_age_canon,leaning
seluco,3281,18,14,2,0,0,1,0,0,0,0,0,0,1,0.7777778,0.11111111,0.0,0.0,0.055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.055555556,bgg_golden_age_canon,0.7777778,0.9444444,0.30615,4,True,bgg_golden_age_canon,0.7777778,specialist__bgg_golden_age_canon,specialist
selvalabelva,3282,16,2,0,0,1,6,0,0,1,1,0,0,5,0.125,0.0,0.0,0.0625,0.375,0.0,0.0,0.0625,0.0625,0.0,0.0,0.3125,historical_wargames_conflict_strategy,0.375,0.6875,0.608106,6,True,historical_wargames_conflict_strategy,0.375,leaning__historical_wargames_conflict_strategy,leaning
sensenity,3283,81,30,12,0,2,0,15,2,9,1,1,0,9,0.37037036,0.14814815,0.0,0.024691358,0.0,0.18518518,0.024691358,0.11111111,0.012345679,0.012345679,0.0,0.11111111,bgg_golden_age_canon,0.37037036,0.8888889,0.701282,9,True,bgg_golden_age_canon,0.37037036,leaning__bgg_golden_age_canon,leaning
serafin1,3284,12,8,2,0,0,0,0,0,0,0,0,0,2,0.6666667,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,bgg_golden_age_canon,0.6666667,0.8333333,0.349133,3,False,bgg_golden_age_canon,0.6666667,insufficient_selected_owned,insufficient_selected_owned
SeriousScribbler,3285,7,4,0,0,1,0,1,0,0,0,0,0,1,0.5714286,0.0,0.0,0.14285715,0.0,0.14285715,0.0,0.0,0.0,0.0,0.0,0.14285715,bgg_golden_age_canon,0.5714286,0.85714287,0.4643,4,False,bgg_golden_age_canon,0.5714286,insufficient_selected_owned,insufficient_selected_owned
SerJorah,3286,7,0,7,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amerithrash_miniatures_lcg,1.0,1.0,0.0,1,False,amerithrash_miniatures_lcg,1.0,insufficient_selected_owned,insufficient_selected_owned
SethroTall,3287,77,15,11,3,0,0,12,2,2,10,2,1,19,0.19480519,0.14285715,0.038961038,0.0,0.0,0.15584415,0.025974026,0.025974026,0.12987013,0.025974026,0.012987013,0.24675325,other,0.24675325,0.7532468,0.790391,10,True,bgg_golden_age_canon,0.19480519,other_dominant_mixed,other_dominant
setropo,3288,87,13,12,2,4,23,5,3,6,1,0,0,18,0.14942528,0.13793103,0.022988506,0.04597701,0.26436782,0.057471264,0.03448276,0.06896552,0.011494253,0.0,0.0,0.20689656,historical_wargames_conflict_strategy,0.26436782,0.79310346,0.796545,10,True,historical_wargames_conflict_strategy,0.26436782,generalist,generalist
sgbarros,3289,253,17,11,15,21,24,12,20,16,22,2,7,86,0.06719368,0.04347826,0.05928854,0.08300395,0.09486166,0.04743083,0.07905138,0.06324111,0.08695652,0.007905139,0.027667984,0.33992094,other,0.33992094,0.66007906,0.865936,12,True,historical_wargames_conflict_strategy,0.09486166,other_dominant_mixed,other_dominant
Sh0rtz,3290,43,2,5,3,2,0,1,2,10,0,0,2,16,0.046511628,0.11627907,0.069767445,0.046511628,0.0,0.023255814,0.046511628,0.23255815,0.0,0.0,0.046511628,0.37209302,other,0.37209302,0.627907,0.724899,9,True,medium_worker_placement_euros,0.23255815,other_dominant_mixed,other_dominant
Shadax,3291,30,0,7,0,2,1,2,1,7,1,2,0,7,0.0,0.23333333,0.0,0.06666667,0.033333335,0.06666667,0.033333335,0.23333333,0.033333335,0.06666667,0.0,0.23333333,amerithrash_miniatures_lcg,0.23333333,0.76666665,0.76479,9,True,amerithrash_miniatures_lcg,0.23333333,generalist,generalist
Shadenium,3292,4,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,other,0.75,0.25,0.2263,2,False,current_heavy_euro_engine_builders,0.25,insufficient_selected_owned,insufficient_selected_owned
Shagrat555,3293,52,7,7,3,1,0,6,4,2,1,0,2,19,0.13461539,0.13461539,0.057692308,0.01923077,0.0,0.115384616,0.07692308,0.03846154,0.01923077,0.0,0.03846154,0.3653846,other,0.3653846,0.6346154,0.773233,10,True,bgg_golden_age_canon,0.13461539,other_dominant_mixed,other_dominant
shalamanser,3294,99,30,16,1,1,44,2,0,2,0,0,0,3,0.3030303,0.16161616,0.01010101,0.01010101,0.44444445,0.02020202,0.0,0.02020202,0.0,0.0,0.0,0.030303031,historical_wargames_conflict_strategy,0.44444445,0.969697,0.552616,8,True,historical_wargames_conflict_strategy,0.44444445,specialist__historical_wargames_conflict_strategy,specialist
shattenjager,3295,115,3,16,16,7,3,11,9,3,6,1,13,27,0.026086956,0.13913043,0.13913043,0.060869563,0.026086956,0.09565217,0.07826087,0.026086956,0.052173913,0.008695652,0.11304348,0.2347826,other,0.2347826,0.7652174,0.889548,12,True,amerithrash_miniatures_lcg,0.13913043,other_dominant_mixed,other_dominant
shawnmackay1593,3296,85,2,0,4,15,0,2,13,6,6,0,5,32,0.023529412,0.0,0.047058824,0.1764706,0.0,0.023529412,0.15294118,0.07058824,0.07058824,0.0,0.05882353,0.3764706,other,0.3764706,0.62352943,0.733324,9,True,current_heavy_euro_engine_builders,0.1764706,other_dominant_mixed,other_dominant
shayan_mv,3297,36,3,6,0,5,2,1,3,3,0,0,1,12,0.083333336,0.16666667,0.0,0.1388889,0.055555556,0.027777778,0.083333336,0.083333336,0.0,0.0,0.027777778,0.33333334,other,0.33333334,0.6666666,0.772623,9,True,amerithrash_miniatures_lcg,0.16666667,other_dominant_mixed,other_dominant
Sheltem,3298,253,79,88,6,0,53,3,0,9,0,2,1,12,0.31225297,0.3478261,0.023715414,0.0,0.20948617,0.011857707,0.0,0.03557312,0.0,0.007905139,0.0039525693,0.04743083,amerithrash_miniatures_lcg,0.3478261,0.9525692,0.612876,9,True,amerithrash_miniatures_lcg,0.3478261,leaning__amerithrash_miniatures_lcg,leaning
shenliyihaoshuai,3299,2,0,2,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amerithrash_miniatures_lcg,1.0,1.0,0.0,1,False,amerithrash_miniatures_lcg,1.0,insufficient_selected_owned,insufficient_selected_owned
shift66,3300,62,40,3,0,0,2,1,0,8,1,0,0,7,0.6451613,0.048387095,0.0,0.0,0.032258064,0.016129032,0.0,0.12903225,0.016129032,0.0,0.0,0.11290322,bgg_golden_age_canon,0.6451613,0.88709676,0.476348,7,True,bgg_golden_age_canon,0.6451613,specialist__bgg_golden_age_canon,specialist
Shiftyfive,3301,15,5,4,0,0,1,0,0,2,0,0,0,3,0.33333334,0.26666668,0.0,0.0,0.06666667,0.0,0.0,0.13333334,0.0,0.0,0.0,0.2,bgg_golden_age_canon,0.33333334,0.8,0.59952,5,True,bgg_golden_age_canon,0.33333334,leaning__bgg_golden_age_canon,leaning
Shikamaru,3302,3,3,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bgg_golden_age_canon,1.0,1.0,0.0,1,False,bgg_golden_age_canon,1.0,insufficient_selected_owned,insufficient_selected_owned
shilinski,3303,141,45,7,2,28,11,0,0,37,2,0,0,9,0.31914893,0.04964539,0.014184397,0.19858156,0.07801419,0.0,0.0,0.26241136,0.014184397,0.0,0.0,0.06382979,bgg_golden_age_canon,0.31914893,0.9361702,0.676492,8,True,bgg_golden_age_canon,0.31914893,leaning__bgg_golden_age_canon,leaning
Shindee,3304,85,3,3,5,14,1,8,16,4,3,2,0,26,0.03529412,0.03529412,0.05882353,0.16470589,0.011764706,0.09411765,0.1882353,0.047058824,0.03529412,0.023529412,0.0,0.30588236,other,0.30588236,0.69411767,0.805356,11,True,puzzle_nature_tableau_builders,0.1882353,other_dominant_mixed,other_dominant
ShiroeHiiragi,3305,10,0,1,0,0,0,0,0,2,1,1,0,5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.5,other,0.5,0.5,0.546997,5,False,medium_worker_placement_euros,0.2,insufficient_selected_owned,insufficient_selected_owned
shkutkov,3306,77,7,9,3,7,2,5,2,16,1,0,6,19,0.09090909,0.116883114,0.038961038,0.09090909,0.025974026,0.064935066,0.025974026,0.20779221,0.012987013,0.0,0.077922076,0.24675325,other,0.24675325,0.7532468,0.848151,11,True,medium_worker_placement_euros,0.20779221,other_dominant_mixed,other_dominant
Shleprock,3307,65,21,13,0,0,17,0,0,7,0,0,0,7,0.32307693,0.2,0.0,0.0,0.26153848,0.0,0.0,0.10769231,0.0,0.0,0.0,0.10769231,bgg_golden_age_canon,0.32307693,0.8923077,0.610755,5,True,bgg_golden_age_canon,0.32307693,leaning__bgg_golden_age_canon,leaning
shobas,3308,31,8,9,1,1,0,5,1,2,0,0,1,3,0.2580645,0.29032257,0.032258064,0.032258064,0.0,0.16129032,0.032258064,0.06451613,0.0,0.0,0.032258064,0.09677419,amerithrash_miniatures_lcg,0.29032257,0.9032258,0.744024,9,True,amerithrash_miniatures_lcg,0.29032257,leaning__amerithrash_miniatures_lcg,leaning
Shooock,3309,26,0,0,8,7,0,0,1,2,1,1,0,6,0.0,0.0,0.30769232,0.26923078,0.0,0.0,0.03846154,0.07692308,0.03846154,0.03846154,0.0,0.23076923,dungeon_crawl_cooperative_campaign_adventure,0.30769232,0.7692308,0.654981,7,True,dungeon_crawl_cooperative_campaign_adventure,0.30769232,leaning__dungeon_crawl_cooperative_campaign_adventure,leaning
ShoupaTroopa,3310,7,0,2,0,1,0,0,0,1,0,0,0,3,0.0,0.2857143,0.0,0.14285715,0.0,0.0,0.0,0.14285715,0.0,0.0,0.0,0.42857143,other,0.42857143,0.57142854,0.513916,4,False,amerithrash_miniatures_lcg,0.2857143,insufficient_selected_owned,insufficient_selected_owned
showoo9,3311,524,66,22,28,46,13,51,39,61,31,15,12,140,0.1259542,0.041984733,0.053435113,0.08778626,0.024809161,0.097328246,0.07442748,0.116412215,0.059160307,0.028625954,0.022900764,0.26717559,other,0.26717559,0.73282444,0.899207,12,True,bgg_golden_age_canon,0.1259542,other_dominant_mixed,other_dominant
shragaman,3312,26,4,11,0,0,0,5,1,0,0,0,0,5,0.15384616,0.42307693,0.0,0.0,0.0,0.1923077,0.03846154,0.0,0.0,0.0,0.0,0.1923077,amerithrash_miniatures_lcg,0.42307693,0.8076923,0.567954,5,True,amerithrash_miniatures_lcg,0.42307693,specialist__amerithrash_miniatures_lcg,specialist
Siarkmic,3313,11,0,4,0,0,0,2,1,0,1,0,0,3,0.0,0.36363637,0.0,0.0,0.0,0.18181819,0.09090909,0.0,0.09090909,0.0,0.0,0.27272728,amerithrash_miniatures_lcg,0.36363637,0.72727275,0.590823,5,False,amerithrash_miniatures_lcg,0.36363637,insufficient_selected_owned,insufficient_selected_owned
Sibachian,3314,59,8,4,2,0,0,4,5,0,10,1,1,24,0.13559322,0.06779661,0.033898305,0.0,0.0,0.06779661,0.084745765,0.0,0.16949153,0.016949153,0.016949153,0.40677965,other,0.40677965,0.59322035,0.71016,9,True,cooperative_trick_taking_deduction,0.16949153,other_dominant_mixed,other_dominant
SICARIUS92,3315,60,4,7,0,1,0,13,1,4,9,0,4,17,0.06666667,0.11666667,0.0,0.016666668,0.0,0.21666667,0.016666668,0.06666667,0.15,0.0,0.06666667,0.28333333,other,0.28333333,0.7166667,0.76542,9,True,party_family_social_deduction,0.21666667,other_dominant_mixed,other_dominant
sighlance,3316,77,1,14,9,4,19,1,0,8,1,1,0,19,0.012987013,0.18181819,0.116883114,0.051948052,0.24675325,0.012987013,0.0,0.103896104,0.012987013,0.012987013,0.0,0.24675325,historical_wargames_conflict_strategy,0.24675325,0.7532468,0.750933,10,True,historical_wargames_conflict_strategy,0.24675325,generalist,generalist
sillywilly4,3317,151,7,18,21,0,52,15,4,0,5,0,2,27,0.046357617,0.119205296,0.13907285,0.0,0.34437087,0.09933775,0.026490066,0.0,0.03311258,0.0,0.013245033,0.17880794,historical_wargames_conflict_strategy,0.34437087,0.821192,0.740829,9,True,historical_wargames_conflict_strategy,0.34437087,leaning__historical_wargames_conflict_strategy,leaning
Silver Avocado,3318,29,10,2,0,0,0,5,0,2,0,0,0,10,0.3448276,0.06896552,0.0,0.0,0.0,0.1724138,0.0,0.06896552,0.0,0.0,0.0,0.3448276,bgg_golden_age_canon,0.3448276,0.6551724,0.565901,5,True,bgg_golden_age_canon,0.3448276,leaning__bgg_golden_age_canon,leaning
