username,row,total_selected_owned,count__bgg_golden_age_canon,count__amerithrash_miniatures_lcg,count__dungeon_crawl_cooperative_campaign_adventure,count__current_heavy_euro_engine_builders,count__historical_wargames_conflict_strategy,count__party_family_social_deduction,count__puzzle_nature_tableau_builders,count__medium_worker_placement_euros,count__cooperative_trick_taking_deduction,count__roll_and_write_number_dice_games,count__legacy_narrative_mystery,count__other,share__bgg_golden_age_canon,share__amerithrash_miniatures_lcg,share__dungeon_crawl_cooperative_campaign_adventure,share__current_heavy_euro_engine_builders,share__historical_wargames_conflict_strategy,share__party_family_social_deduction,share__puzzle_nature_tableau_builders,share__medium_worker_placement_euros,share__cooperative_trick_taking_deduction,share__roll_and_write_number_dice_games,share__legacy_narrative_mystery,share__other,dominant_dimension,dominant_share,included_share,profile_entropy_norm,n_active_dimensions,eligible_for_archetype,dominant_taste_dimension,dominant_taste_share,archetype,archetype_family
Diviniy,4260,36,0,2,5,8,4,0,2,0,0,0,0,15,0.0,0.055555556,0.1388889,0.22222222,0.11111111,0.0,0.055555556,0.0,0.0,0.0,0.0,0.41666666,other,0.41666666,0.5833334,0.619132,6,True,current_heavy_euro_engine_builders,0.22222222,other_dominant_mixed,other_dominant
dj13ubbles,4261,54,0,0,11,7,0,4,6,1,0,0,1,24,0.0,0.0,0.2037037,0.12962963,0.0,0.074074075,0.11111111,0.018518519,0.0,0.0,0.018518519,0.44444445,other,0.44444445,0.5555556,0.617341,7,True,dungeon_crawl_cooperative_campaign_adventure,0.2037037,other_dominant_mixed,other_dominant
DjaliRioT,4262,237,38,23,15,8,2,30,18,20,8,10,2,63,0.16033755,0.09704641,0.06329114,0.033755273,0.008438818,0.12658228,0.07594936,0.08438819,0.033755273,0.042194095,0.008438818,0.2658228,other,0.2658228,0.73417723,0.867517,12,True,bgg_golden_age_canon,0.16033755,other_dominant_mixed,other_dominant
djhill,4263,196,17,12,14,30,5,20,19,18,6,3,3,49,0.0867347,0.06122449,0.071428575,0.15306123,0.025510205,0.10204082,0.096938774,0.091836736,0.030612245,0.015306123,0.015306123,0.25,other,0.25,0.75,0.890211,12,True,current_heavy_euro_engine_builders,0.15306123,other_dominant_mixed,other_dominant
Dk_win,4264,65,11,0,0,10,8,2,5,4,2,0,0,23,0.16923077,0.0,0.0,0.15384616,0.12307692,0.03076923,0.07692308,0.06153846,0.03076923,0.0,0.0,0.35384616,other,0.35384616,0.6461538,0.723232,8,True,bgg_golden_age_canon,0.16923077,other_dominant_mixed,other_dominant
dkl415,4265,78,3,1,11,6,0,4,9,4,3,3,4,30,0.03846154,0.012820513,0.14102565,0.07692308,0.0,0.051282052,0.115384616,0.051282052,0.03846154,0.03846154,0.051282052,0.3846154,other,0.3846154,0.6153846,0.796408,11,True,dungeon_crawl_cooperative_campaign_adventure,0.14102565,other_dominant_mixed,other_dominant
dmn1414,4266,631,100,20,17,113,22,21,47,60,38,15,5,173,0.1584786,0.03169572,0.026941363,0.17908083,0.034865294,0.033280507,0.074484944,0.09508716,0.06022187,0.02377179,0.00792393,0.27416798,other,0.27416798,0.725832,0.847263,12,True,current_heavy_euro_engine_builders,0.17908083,other_dominant_mixed,other_dominant
do10hedron,4267,112,39,16,6,2,2,7,9,3,2,0,0,26,0.3482143,0.14285715,0.05357143,0.017857144,0.017857144,0.0625,0.08035714,0.026785715,0.017857144,0.0,0.0,0.23214285,bgg_golden_age_canon,0.3482143,0.76785713,0.7363,10,True,bgg_golden_age_canon,0.3482143,leaning__bgg_golden_age_canon,leaning
Doc_Socrates,4268,53,3,6,3,7,1,2,2,2,1,1,0,25,0.056603774,0.11320755,0.056603774,0.13207547,0.018867925,0.03773585,0.03773585,0.03773585,0.018867925,0.018867925,0.0,0.4716981,other,0.4716981,0.5283019,0.720054,11,True,current_heavy_euro_engine_builders,0.13207547,other_dominant_mixed,other_dominant
Doenermann,4269,76,8,1,0,16,0,7,7,4,3,5,0,25,0.10526316,0.013157895,0.0,0.21052632,0.0,0.09210526,0.09210526,0.05263158,0.039473683,0.065789476,0.0,0.32894737,other,0.32894737,0.67105263,0.760041,9,True,current_heavy_euro_engine_builders,0.21052632,other_dominant_mixed,other_dominant
Dominionator92,4270,37,4,3,0,1,0,3,4,0,5,5,0,12,0.10810811,0.08108108,0.0,0.027027028,0.0,0.08108108,0.10810811,0.0,0.13513513,0.13513513,0.0,0.3243243,other,0.3243243,0.6756757,0.761448,8,True,cooperative_trick_taking_deduction,0.13513513,other_dominant_mixed,other_dominant
DonaldTruong,4271,37,0,0,7,5,3,0,3,3,0,0,0,16,0.0,0.0,0.1891892,0.13513513,0.08108108,0.0,0.08108108,0.08108108,0.0,0.0,0.0,0.43243244,other,0.43243244,0.5675676,0.627426,6,True,dungeon_crawl_cooperative_campaign_adventure,0.1891892,other_dominant_mixed,other_dominant
Donarmo,4272,19,0,3,4,1,0,1,0,1,1,0,0,8,0.0,0.15789473,0.21052632,0.05263158,0.0,0.05263158,0.0,0.05263158,0.05263158,0.0,0.0,0.42105263,other,0.42105263,0.57894737,0.645323,7,True,dungeon_crawl_cooperative_campaign_adventure,0.21052632,other_dominant_mixed,other_dominant
donkeytorin,4273,180,4,5,36,16,2,7,18,0,15,0,3,74,0.022222223,0.027777778,0.2,0.08888889,0.011111111,0.03888889,0.1,0.0,0.083333336,0.0,0.016666668,0.41111112,other,0.41111112,0.5888889,0.711674,10,True,dungeon_crawl_cooperative_campaign_adventure,0.2,other_dominant_mixed,other_dominant
Doooot,4274,361,15,4,25,47,0,30,65,17,31,16,1,110,0.041551247,0.011080332,0.06925208,0.1301939,0.0,0.083102494,0.1800554,0.047091413,0.085872576,0.04432133,0.002770083,0.30470914,other,0.30470914,0.69529086,0.812536,11,True,puzzle_nature_tableau_builders,0.1800554,other_dominant_mixed,other_dominant
Dopeski,4275,218,71,4,2,13,10,6,4,25,17,6,5,55,0.32568806,0.018348623,0.0091743115,0.059633028,0.04587156,0.027522936,0.018348623,0.1146789,0.07798165,0.027522936,0.02293578,0.2522936,bgg_golden_age_canon,0.32568806,0.7477064,0.782217,12,True,bgg_golden_age_canon,0.32568806,generalist,generalist
Dormak,4276,55,4,3,11,6,0,3,4,0,1,1,0,22,0.07272727,0.054545455,0.2,0.10909091,0.0,0.054545455,0.07272727,0.0,0.018181818,0.018181818,0.0,0.4,other,0.4,0.6,0.714064,9,True,dungeon_crawl_cooperative_campaign_adventure,0.2,other_dominant_mixed,other_dominant
Double_Z,4277,26,1,1,2,6,0,1,0,0,0,0,0,15,0.03846154,0.03846154,0.07692308,0.23076923,0.0,0.03846154,0.0,0.0,0.0,0.0,0.0,0.5769231,other,0.5769231,0.42307693,0.494569,6,True,current_heavy_euro_engine_builders,0.23076923,other_dominant_low_coverage,other_dominant
Dpurple,4278,253,23,11,5,36,6,13,15,63,4,5,10,62,0.09090909,0.04347826,0.019762846,0.14229248,0.023715414,0.0513834,0.05928854,0.24901186,0.015810277,0.019762846,0.03952569,0.24505928,medium_worker_placement_euros,0.24901186,0.75494075,0.836937,12,True,medium_worker_placement_euros,0.24901186,generalist,generalist
Drako83,4279,138,1,13,27,13,0,14,12,2,2,1,2,51,0.007246377,0.0942029,0.19565217,0.0942029,0.0,0.10144927,0.08695652,0.014492754,0.014492754,0.007246377,0.014492754,0.36956522,other,0.36956522,0.63043475,0.737312,11,True,dungeon_crawl_cooperative_campaign_adventure,0.19565217,other_dominant_mixed,other_dominant
draxthor,4280,62,1,3,6,17,0,7,3,3,1,0,0,21,0.016129032,0.048387095,0.09677419,0.27419356,0.0,0.11290322,0.048387095,0.048387095,0.016129032,0.0,0.0,0.33870968,other,0.33870968,0.6612903,0.710894,9,True,current_heavy_euro_engine_builders,0.27419356,other_dominant_mixed,other_dominant
DrCordero,4281,298,16,4,49,25,5,12,30,4,15,8,0,130,0.053691275,0.013422819,0.16442953,0.08389262,0.016778523,0.040268455,0.10067114,0.013422819,0.05033557,0.026845638,0.0,0.4362416,other,0.4362416,0.5637584,0.730819,11,True,dungeon_crawl_cooperative_campaign_adventure,0.16442953,other_dominant_mixed,other_dominant
Dreamdealer,4282,213,58,41,14,10,3,17,3,9,7,4,4,43,0.27230048,0.19248827,0.065727696,0.04694836,0.014084507,0.07981221,0.014084507,0.04225352,0.032863848,0.018779343,0.018779343,0.20187794,bgg_golden_age_canon,0.27230048,0.79812205,0.818549,12,True,bgg_golden_age_canon,0.27230048,generalist,generalist
dredful,4283,67,1,5,16,1,4,5,10,6,1,1,1,16,0.014925373,0.07462686,0.23880596,0.014925373,0.05970149,0.07462686,0.14925373,0.08955224,0.014925373,0.014925373,0.014925373,0.23880596,dungeon_crawl_cooperative_campaign_adventure,0.23880596,0.76119405,0.826336,12,True,dungeon_crawl_cooperative_campaign_adventure,0.23880596,generalist,generalist
Drewwerd,4284,37,3,1,0,1,1,4,1,0,4,0,1,21,0.08108108,0.027027028,0.0,0.027027028,0.027027028,0.10810811,0.027027028,0.0,0.10810811,0.0,0.027027028,0.5675676,other,0.5675676,0.4324324,0.601282,9,True,party_family_social_deduction,0.10810811,other_dominant_low_coverage,other_dominant
Droxkon,4285,57,3,12,5,1,1,5,6,0,0,2,1,21,0.05263158,0.21052632,0.0877193,0.01754386,0.01754386,0.0877193,0.10526316,0.0,0.0,0.03508772,0.01754386,0.36842105,other,0.36842105,0.6315789,0.742539,10,True,amerithrash_miniatures_lcg,0.21052632,other_dominant_mixed,other_dominant
DrPepperAllStar,4286,87,12,2,3,4,0,6,5,4,3,3,7,38,0.13793103,0.022988506,0.03448276,0.04597701,0.0,0.06896552,0.057471264,0.04597701,0.03448276,0.03448276,0.08045977,0.43678162,other,0.43678162,0.56321836,0.766483,11,True,bgg_golden_age_canon,0.13793103,other_dominant_mixed,other_dominant
drummingonears,4287,126,2,13,29,6,2,9,8,0,5,1,5,46,0.015873017,0.103174604,0.23015873,0.04761905,0.015873017,0.071428575,0.06349207,0.0,0.03968254,0.007936508,0.03968254,0.36507937,other,0.36507937,0.6349206,0.754492,11,True,dungeon_crawl_cooperative_campaign_adventure,0.23015873,other_dominant_mixed,other_dominant
DryflyStephen,4288,162,9,0,15,25,1,5,22,5,15,6,1,58,0.055555556,0.0,0.09259259,0.15432099,0.0061728396,0.030864198,0.13580246,0.030864198,0.09259259,0.037037037,0.0061728396,0.3580247,other,0.3580247,0.6419753,0.775916,11,True,current_heavy_euro_engine_builders,0.15432099,other_dominant_mixed,other_dominant
Drylyyx,4289,40,1,7,1,1,0,8,2,0,0,0,1,19,0.025,0.175,0.025,0.025,0.0,0.2,0.05,0.0,0.0,0.0,0.025,0.475,other,0.475,0.525,0.603319,8,True,party_family_social_deduction,0.2,other_dominant_mixed,other_dominant
Dsmoosecountry,4290,23,0,1,1,1,0,0,2,0,2,0,0,16,0.0,0.04347826,0.04347826,0.04347826,0.0,0.0,0.08695652,0.0,0.08695652,0.0,0.0,0.6956522,other,0.6956522,0.3043478,0.437115,6,True,puzzle_nature_tableau_builders,0.08695652,other_dominant_low_coverage,other_dominant
dt101010,4291,88,2,1,16,5,1,4,10,0,7,0,8,34,0.022727273,0.011363637,0.18181819,0.056818184,0.011363637,0.045454547,0.11363637,0.0,0.07954545,0.0,0.09090909,0.38636363,other,0.38636363,0.6136364,0.738488,10,True,dungeon_crawl_cooperative_campaign_adventure,0.18181819,other_dominant_mixed,other_dominant
DT77,4292,106,60,1,1,4,4,6,0,14,2,0,0,14,0.5660377,0.009433962,0.009433962,0.03773585,0.03773585,0.056603774,0.0,0.13207547,0.018867925,0.0,0.0,0.13207547,bgg_golden_age_canon,0.5660377,0.8679245,0.575334,9,True,bgg_golden_age_canon,0.5660377,specialist__bgg_golden_age_canon,specialist
duanewulf,4293,160,12,5,4,29,10,14,8,16,11,3,3,45,0.075,0.03125,0.025,0.18125,0.0625,0.0875,0.05,0.1,0.06875,0.01875,0.01875,0.28125,other,0.28125,0.71875,0.869567,12,True,current_heavy_euro_engine_builders,0.18125,other_dominant_mixed,other_dominant
dubejeff,4294,175,19,30,29,27,12,5,2,12,0,2,3,34,0.108571425,0.17142858,0.16571428,0.15428571,0.068571426,0.028571429,0.011428571,0.068571426,0.0,0.011428571,0.017142856,0.19428572,other,0.19428572,0.80571425,0.84066,11,True,amerithrash_miniatures_lcg,0.17142858,other_dominant_mixed,other_dominant
DukeOfQuah,4295,158,8,8,21,17,2,10,22,2,10,5,2,51,0.050632913,0.050632913,0.1329114,0.10759494,0.012658228,0.06329114,0.1392405,0.012658228,0.06329114,0.03164557,0.012658228,0.3227848,other,0.3227848,0.6772152,0.83475,12,True,puzzle_nature_tableau_builders,0.1392405,other_dominant_mixed,other_dominant
dumpty,4296,614,84,54,88,89,119,9,21,44,3,7,13,83,0.13680781,0.08794788,0.14332248,0.14495113,0.19381107,0.014657981,0.034201954,0.07166124,0.0048859934,0.011400651,0.021172639,0.13517915,historical_wargames_conflict_strategy,0.19381107,0.86482084,0.868326,12,True,historical_wargames_conflict_strategy,0.19381107,generalist,generalist
Dusanlfc,4297,105,6,2,4,20,1,0,6,6,7,5,0,48,0.057142857,0.01904762,0.03809524,0.1904762,0.00952381,0.0,0.057142857,0.057142857,0.06666667,0.04761905,0.0,0.45714286,other,0.45714286,0.54285717,0.697858,10,True,current_heavy_euro_engine_builders,0.1904762,other_dominant_mixed,other_dominant
Dux_boardgames,4298,50,2,4,15,1,1,6,0,0,1,0,4,16,0.04,0.08,0.3,0.02,0.02,0.12,0.0,0.0,0.02,0.0,0.08,0.32,other,0.32,0.68,0.703381,9,True,dungeon_crawl_cooperative_campaign_adventure,0.3,other_dominant_mixed,other_dominant
DVDGameGirl,4299,237,35,33,12,12,9,30,18,13,12,4,1,58,0.14767933,0.1392405,0.050632913,0.050632913,0.03797468,0.12658228,0.07594936,0.05485232,0.050632913,0.016877636,0.004219409,0.24472573,other,0.24472573,0.7552743,0.880283,12,True,bgg_golden_age_canon,0.14767933,other_dominant_mixed,other_dominant
Dyurik,4300,30,2,6,6,2,0,6,0,1,1,1,0,5,0.06666667,0.2,0.2,0.06666667,0.0,0.2,0.0,0.033333335,0.033333335,0.033333335,0.0,0.16666667,amerithrash_miniatures_lcg,0.2,0.8333333,0.790968,9,True,amerithrash_miniatures_lcg,0.2,generalist,generalist
Dzonint,4301,66,21,1,0,3,1,2,4,3,4,2,0,25,0.3181818,0.015151516,0.0,0.045454547,0.015151516,0.030303031,0.060606062,0.045454547,0.060606062,0.030303031,0.0,0.37878788,other,0.37878788,0.6212121,0.680812,10,True,bgg_golden_age_canon,0.3181818,other_dominant_mixed,other_dominant
dzsi,4302,72,7,2,0,28,6,4,2,8,1,0,1,13,0.097222224,0.027777778,0.0,0.3888889,0.083333336,0.055555556,0.027777778,0.11111111,0.013888889,0.0,0.013888889,0.18055555,current_heavy_euro_engine_builders,0.3888889,0.8194444,0.737501,10,True,current_heavy_euro_engine_builders,0.3888889,leaning__current_heavy_euro_engine_builders,leaning
e_nichols,4303,169,30,7,13,13,0,12,13,17,7,5,1,51,0.17751479,0.041420117,0.07692308,0.07692308,0.0,0.07100592,0.07692308,0.10059172,0.041420117,0.0295858,0.00591716,0.30177516,other,0.30177516,0.69822484,0.836023,11,True,bgg_golden_age_canon,0.17751479,other_dominant_mixed,other_dominant
eapeas,4304,307,60,23,4,19,107,3,1,60,3,0,1,26,0.19543974,0.07491857,0.0130293155,0.06188925,0.3485342,0.009771987,0.0032573289,0.19543974,0.009771987,0.0,0.0032573289,0.084690556,historical_wargames_conflict_strategy,0.3485342,0.9153094,0.710374,11,True,historical_wargames_conflict_strategy,0.3485342,leaning__historical_wargames_conflict_strategy,leaning
EarlofBronze,4305,226,48,35,19,6,45,8,10,13,0,1,4,37,0.21238938,0.15486726,0.084070794,0.026548672,0.19911504,0.03539823,0.044247787,0.057522126,0.0,0.0044247787,0.017699115,0.16371681,bgg_golden_age_canon,0.21238938,0.8362832,0.827361,11,True,bgg_golden_age_canon,0.21238938,generalist,generalist
Earthshaker,4306,307,80,52,19,6,24,20,8,14,12,10,7,55,0.26058632,0.16938111,0.06188925,0.019543974,0.078175895,0.06514658,0.026058631,0.045602605,0.039087947,0.03257329,0.022801302,0.1791531,bgg_golden_age_canon,0.26058632,0.8208469,0.86356,12,True,bgg_golden_age_canon,0.26058632,generalist,generalist
echelon,4307,285,129,14,1,9,14,13,11,40,5,6,5,38,0.4526316,0.049122807,0.003508772,0.031578947,0.049122807,0.045614034,0.038596492,0.14035088,0.01754386,0.021052632,0.01754386,0.13333334,bgg_golden_age_canon,0.4526316,0.8666667,0.731469,12,True,bgg_golden_age_canon,0.4526316,specialist__bgg_golden_age_canon,specialist
Ed_McGein,4308,121,3,2,10,11,0,6,18,0,6,5,0,60,0.024793388,0.016528925,0.08264463,0.09090909,0.0,0.049586777,0.14876033,0.0,0.049586777,0.041322313,0.0,0.49586776,other,0.49586776,0.5041323,0.661748,9,True,puzzle_nature_tableau_builders,0.14876033,other_dominant_mixed,other_dominant
edbolme,4309,46,10,7,2,1,2,1,3,2,1,0,0,17,0.2173913,0.1521739,0.04347826,0.02173913,0.04347826,0.02173913,0.06521739,0.04347826,0.02173913,0.0,0.0,0.36956522,other,0.36956522,0.63043475,0.733567,10,True,bgg_golden_age_canon,0.2173913,other_dominant_mixed,other_dominant
Edgar83,4310,7,0,0,0,1,0,0,0,1,0,0,0,5,0.0,0.0,0.0,0.14285715,0.0,0.0,0.0,0.14285715,0.0,0.0,0.0,0.71428573,other,0.71428573,0.28571427,0.320459,3,False,current_heavy_euro_engine_builders,0.14285715,insufficient_selected_owned,insufficient_selected_owned
edgarcr,4311,17,0,0,0,1,2,3,3,0,0,0,0,8,0.0,0.0,0.0,0.05882353,0.11764706,0.1764706,0.1764706,0.0,0.0,0.0,0.0,0.47058824,other,0.47058824,0.5294118,0.55751,5,True,party_family_social_deduction,0.1764706,other_dominant_mixed,other_dominant
Edhelnaur,4312,87,9,4,8,12,2,7,6,2,4,1,2,30,0.10344828,0.04597701,0.09195402,0.13793103,0.022988506,0.08045977,0.06896552,0.022988506,0.04597701,0.011494253,0.022988506,0.3448276,other,0.3448276,0.6551724,0.835608,12,True,current_heavy_euro_engine_builders,0.13793103,other_dominant_mixed,other_dominant
edyfelson,4313,90,4,0,11,3,1,14,7,1,6,2,3,38,0.044444446,0.0,0.12222222,0.033333335,0.011111111,0.15555556,0.07777778,0.011111111,0.06666667,0.022222223,0.033333335,0.42222223,other,0.42222223,0.57777774,0.740184,11,True,party_family_social_deduction,0.15555556,other_dominant_mixed,other_dominant
Efp3,4314,113,12,19,5,3,0,11,12,10,2,4,3,32,0.10619469,0.16814159,0.044247787,0.026548672,0.0,0.097345136,0.10619469,0.088495575,0.017699115,0.03539823,0.026548672,0.28318584,other,0.28318584,0.71681416,0.843094,11,True,amerithrash_miniatures_lcg,0.16814159,other_dominant_mixed,other_dominant
EGGR0LL,4315,248,37,24,12,5,24,19,11,26,9,1,8,72,0.14919356,0.09677419,0.048387095,0.02016129,0.09677419,0.076612905,0.044354837,0.10483871,0.03629032,0.004032258,0.032258064,0.29032257,other,0.29032257,0.70967746,0.863198,12,True,bgg_golden_age_canon,0.14919356,other_dominant_mixed,other_dominant
ehellas,4316,66,6,5,1,13,10,4,0,9,0,1,0,17,0.09090909,0.07575758,0.015151516,0.1969697,0.15151516,0.060606062,0.0,0.13636364,0.0,0.015151516,0.0,0.25757575,other,0.25757575,0.74242425,0.779643,9,True,current_heavy_euro_engine_builders,0.1969697,other_dominant_mixed,other_dominant
Ekimstnava,4317,198,10,6,12,13,1,30,33,0,12,2,5,74,0.05050505,0.030303031,0.060606062,0.065656565,0.005050505,0.15151516,0.16666667,0.0,0.060606062,0.01010101,0.025252525,0.37373737,other,0.37373737,0.62626266,0.762103,11,True,puzzle_nature_tableau_builders,0.16666667,other_dominant_mixed,other_dominant
El Colono,4318,119,24,1,0,21,4,12,3,6,5,3,2,38,0.20168068,0.008403362,0.0,0.1764706,0.033613447,0.10084034,0.025210084,0.05042017,0.042016808,0.025210084,0.016806724,0.31932774,other,0.31932774,0.6806723,0.771513,11,True,bgg_golden_age_canon,0.20168068,other_dominant_mixed,other_dominant
Ele_14,4319,166,16,0,17,8,3,13,19,4,18,10,3,55,0.09638554,0.0,0.10240964,0.04819277,0.018072288,0.078313254,0.11445783,0.024096385,0.10843374,0.060240965,0.018072288,0.3313253,other,0.3313253,0.6686747,0.830428,11,True,puzzle_nature_tableau_builders,0.11445783,other_dominant_mixed,other_dominant
elfuego1,4320,380,63,29,12,78,56,8,13,45,7,3,0,66,0.16578947,0.07631579,0.031578947,0.20526315,0.14736842,0.021052632,0.034210525,0.118421055,0.018421052,0.007894737,0.0,0.17368421,current_heavy_euro_engine_builders,0.20526315,0.82631576,0.83538,11,True,current_heavy_euro_engine_builders,0.20526315,generalist,generalist
elithedruid,4321,340,20,22,53,44,4,13,46,11,21,4,3,99,0.05882353,0.064705886,0.15588236,0.12941177,0.011764706,0.038235296,0.13529412,0.032352943,0.061764706,0.011764706,0.00882353,0.29117647,other,0.29117647,0.70882356,0.837903,12,True,dungeon_crawl_cooperative_campaign_adventure,0.15588236,other_dominant_mixed,other_dominant
Ell__,4322,92,23,1,0,1,4,9,0,27,1,4,4,18,0.25,0.010869565,0.0,0.010869565,0.04347826,0.097826086,0.0,0.29347825,0.010869565,0.04347826,0.04347826,0.19565217,medium_worker_placement_euros,0.29347825,0.8043478,0.72815,10,True,medium_worker_placement_euros,0.29347825,leaning__medium_worker_placement_euros,leaning
ElMico,4323,81,1,12,21,6,1,3,5,0,1,0,1,30,0.012345679,0.14814815,0.25925925,0.074074075,0.012345679,0.037037037,0.061728396,0.0,0.012345679,0.0,0.012345679,0.37037036,other,0.37037036,0.6296296,0.685954,10,True,dungeon_crawl_cooperative_campaign_adventure,0.25925925,other_dominant_mixed,other_dominant
elmikedeleon,4324,45,6,3,1,2,0,9,3,0,7,1,1,12,0.13333334,0.06666667,0.022222223,0.044444446,0.0,0.2,0.06666667,0.0,0.15555556,0.022222223,0.022222223,0.26666668,other,0.26666668,0.73333335,0.7991,10,True,party_family_social_deduction,0.2,other_dominant_mixed,other_dominant
Elow74,4325,50,1,1,1,13,0,1,2,4,0,0,1,26,0.02,0.02,0.02,0.26,0.0,0.02,0.04,0.08,0.0,0.0,0.02,0.52,other,0.52,0.48000002,0.56835,9,True,current_heavy_euro_engine_builders,0.26,other_dominant_low_coverage,other_dominant
Elrahir,4326,42,2,2,2,1,2,3,6,0,3,0,1,20,0.04761905,0.04761905,0.04761905,0.023809524,0.04761905,0.071428575,0.14285715,0.0,0.071428575,0.0,0.023809524,0.47619048,other,0.47619048,0.52380955,0.710768,10,True,puzzle_nature_tableau_builders,0.14285715,other_dominant_mixed,other_dominant
Elsiesta,4327,270,29,37,18,28,13,39,3,20,6,0,8,69,0.107407406,0.13703704,0.06666667,0.1037037,0.048148148,0.14444445,0.011111111,0.074074075,0.022222223,0.0,0.02962963,0.25555557,other,0.25555557,0.74444443,0.858541,11,True,party_family_social_deduction,0.14444445,other_dominant_mixed,other_dominant
em_cush,4328,61,5,2,4,1,1,4,2,1,14,0,2,25,0.08196721,0.032786883,0.06557377,0.016393442,0.016393442,0.06557377,0.032786883,0.016393442,0.22950819,0.0,0.032786883,0.40983605,other,0.40983605,0.59016395,0.726011,11,True,cooperative_trick_taking_deduction,0.22950819,other_dominant_mixed,other_dominant
embryant26,4329,325,33,18,9,72,44,15,5,40,25,5,4,55,0.101538464,0.055384614,0.027692307,0.22153845,0.13538462,0.046153847,0.015384615,0.12307692,0.07692308,0.015384615,0.012307692,0.16923077,current_heavy_euro_engine_builders,0.22153845,0.83076924,0.875986,12,True,current_heavy_euro_engine_builders,0.22153845,generalist,generalist
emharrison,4330,63,1,13,0,1,0,23,0,1,5,0,1,18,0.015873017,0.20634921,0.0,0.015873017,0.0,0.36507937,0.0,0.015873017,0.07936508,0.0,0.015873017,0.2857143,party_family_social_deduction,0.36507937,0.71428573,0.609923,8,True,party_family_social_deduction,0.36507937,leaning__party_family_social_deduction,leaning
emilo,4331,253,26,7,11,28,7,19,17,28,25,10,0,75,0.1027668,0.027667984,0.04347826,0.11067194,0.027667984,0.07509881,0.06719368,0.11067194,0.09881423,0.03952569,0.0,0.2964427,other,0.2964427,0.7035573,0.86466,11,True,current_heavy_euro_engine_builders,0.11067194,other_dominant_mixed,other_dominant
Emojoe,4332,193,3,41,70,4,2,14,9,4,3,1,0,42,0.015544041,0.21243523,0.3626943,0.020725388,0.010362694,0.07253886,0.046632126,0.020725388,0.015544041,0.005181347,0.0,0.21761657,dungeon_crawl_cooperative_campaign_adventure,0.3626943,0.78238344,0.694923,11,True,dungeon_crawl_cooperative_campaign_adventure,0.3626943,leaning__dungeon_crawl_cooperative_campaign_adventure,leaning
