username,row,total_selected_owned,other_owned_count,included_share,dominant_taste_dimension,dominant_taste_share,top_other_community_type,top_other_community_type_count,top_other_community_type_share,top_other_manual_label,top_other_manual_label_count,top_other_manual_label_share
clerium,4111,52,23,0.5576923,dungeon_crawl_cooperative_campaign_adventure,0.15384616,temporal_artifact,14,0.6086956521739131,Recent releases / new-hotness cluster,14,0.6086956521739131
Diablordo,4246,47,23,0.5106383,current_heavy_euro_engine_builders,0.12765957,temporal_artifact,14,0.6086956521739131,Recent releases / new-hotness cluster,14,0.6086956521739131
NadiaTrue,808,63,22,0.6507937,current_heavy_euro_engine_builders,0.14285715,temporal_artifact,14,0.6363636363636364,Recent releases / new-hotness cluster,14,0.6363636363636364
robvw,3198,59,22,0.62711865,dungeon_crawl_cooperative_campaign_adventure,0.18644068,temporal_artifact,14,0.6363636363636364,Recent releases / new-hotness cluster,14,0.6363636363636364
Jmcjacob,503,39,21,0.46153843,party_family_social_deduction,0.17948718,temporal_artifact,14,0.6666666666666666,Recent releases / new-hotness cluster,14,0.6666666666666666
ahmetunalan,3785,49,21,0.57142854,current_heavy_euro_engine_builders,0.2244898,temporal_artifact,14,0.6666666666666666,Recent releases / new-hotness cluster,14,0.6666666666666666
JazzKuitar,4670,59,21,0.64406776,current_heavy_euro_engine_builders,0.33898306,temporal_artifact,14,0.6666666666666666,Recent releases / new-hotness cluster,14,0.6666666666666666
Maxfish,2805,37,20,0.45945948,dungeon_crawl_cooperative_campaign_adventure,0.21621622,temporal_artifact,14,0.7,Recent releases / new-hotness cluster,14,0.7
Capsi4,1044,41,19,0.53658533,dungeon_crawl_cooperative_campaign_adventure,0.2195122,temporal_artifact,14,0.7368421052631579,Recent releases / new-hotness cluster,14,0.7368421052631579
Alcrix,3809,48,19,0.6041666,bgg_golden_age_canon,0.125,temporal_artifact,14,0.7368421052631579,Recent releases / new-hotness cluster,14,0.7368421052631579
Biomechaniac,3966,51,19,0.62745094,dungeon_crawl_cooperative_campaign_adventure,0.27450982,temporal_artifact,14,0.7368421052631579,Recent releases / new-hotness cluster,14,0.7368421052631579
Chester Steve,4088,43,19,0.55813956,amerithrash_miniatures_lcg,0.18604651,bridge_cluster,14,0.7368421052631579,Viticulture / Dinosaur Island gateway bridge,3,0.15789473684210525
Dawaran,5252,76,19,0.75,bgg_golden_age_canon,0.19736843,temporal_artifact,14,0.7368421052631579,Recent releases / new-hotness cluster,14,0.7368421052631579
CardDuke,5429,71,19,0.73239434,bgg_golden_age_canon,0.22535211,temporal_artifact,14,0.7368421052631579,Recent releases / new-hotness cluster,14,0.7368421052631579
Ocealou,2984,25,17,0.32,current_heavy_euro_engine_builders,0.2,temporal_artifact,14,0.8235294117647058,Recent releases / new-hotness cluster,14,0.8235294117647058
DeshanGT,1999,23,15,0.34782606,current_heavy_euro_engine_builders,0.17391305,temporal_artifact,14,0.9333333333333333,Recent releases / new-hotness cluster,14,0.9333333333333333
Guicho,4529,165,52,0.6848485,puzzle_nature_tableau_builders,0.19393939,temporal_artifact,13,0.25,Recent releases / new-hotness cluster,13,0.25
DarkmanG6,4187,197,48,0.75634515,dungeon_crawl_cooperative_campaign_adventure,0.23857868,bridge_cluster,13,0.2708333333333333,Fantasy adventure / deck-building gateway,9,0.1875
Astanyx,3893,143,47,0.67132866,amerithrash_miniatures_lcg,0.13986014,temporal_artifact,13,0.2765957446808511,Recent releases / new-hotness cluster,13,0.2765957446808511
mccedi,5011,199,47,0.7638191,bgg_golden_age_canon,0.20100503,bridge_cluster,13,0.2765957446808511,Recent releases / new-hotness cluster,10,0.2127659574468085
kermitoos,2587,133,46,0.65413535,dungeon_crawl_cooperative_campaign_adventure,0.18045112,bridge_cluster,13,0.2826086956521739,Fantasy adventure / deck-building gateway,11,0.2391304347826087
Ryanmathis07,3232,172,46,0.73255813,medium_worker_placement_euros,0.18023255,temporal_artifact,13,0.2826086956521739,Recent releases / new-hotness cluster,13,0.2826086956521739
cdbroyles,4067,129,45,0.6511628,puzzle_nature_tableau_builders,0.17054264,bridge_cluster,13,0.28888888888888886,Recent releases / new-hotness cluster,13,0.28888888888888886
Den_of_Madness,4225,151,44,0.7086093,dungeon_crawl_cooperative_campaign_adventure,0.19205298,bridge_cluster,13,0.29545454545454547,Recent releases / new-hotness cluster,10,0.22727272727272727
tyura1213,908,137,43,0.68613136,current_heavy_euro_engine_builders,0.2189781,bridge_cluster,13,0.3023255813953488,Recent releases / new-hotness cluster,11,0.2558139534883721
jannadrina,2441,111,43,0.6126126,puzzle_nature_tableau_builders,0.10810811,franchise_series,13,0.3023255813953488,Recent releases / new-hotness cluster,9,0.20930232558139536
alteire,3823,119,42,0.64705884,dungeon_crawl_cooperative_campaign_adventure,0.2184874,bridge_cluster,13,0.30952380952380953,Recent releases / new-hotness cluster,13,0.30952380952380953
Bubu63,456,168,41,0.75595236,medium_worker_placement_euros,0.19642857,bridge_cluster,13,0.3170731707317073,Recent releases / new-hotness cluster,13,0.3170731707317073
LeandroCognasso,2670,83,41,0.5060241,party_family_social_deduction,0.15662651,temporal_artifact,13,0.3170731707317073,Recent releases / new-hotness cluster,13,0.3170731707317073
mauuroo,2803,151,41,0.7284768,party_family_social_deduction,0.17880794,bridge_cluster,13,0.3170731707317073,Recent releases / new-hotness cluster,6,0.14634146341463414
gamermd,4447,134,41,0.6940298,puzzle_nature_tableau_builders,0.12686567,bridge_cluster,13,0.3170731707317073,Recent releases / new-hotness cluster,9,0.21951219512195122
Terry_Yan,891,130,40,0.6923077,current_heavy_euro_engine_builders,0.22307692,temporal_artifact,13,0.325,Recent releases / new-hotness cluster,13,0.325
TwoTowels,3560,110,40,0.6363636,dungeon_crawl_cooperative_campaign_adventure,0.13636364,franchise_series,13,0.325,Recent releases / new-hotness cluster,11,0.275
x3000gtx,3683,131,40,0.6946565,party_family_social_deduction,0.122137405,bridge_cluster,13,0.325,Recent releases / new-hotness cluster,11,0.275
Jwaltz001,1199,143,39,0.72727275,dungeon_crawl_cooperative_campaign_adventure,0.14685315,bridge_cluster,13,0.3333333333333333,Recent releases / new-hotness cluster,7,0.1794871794871795
Toddzilla0713,573,82,38,0.53658533,puzzle_nature_tableau_builders,0.14634146,temporal_artifact,13,0.34210526315789475,Recent releases / new-hotness cluster,13,0.34210526315789475
Kamelota,1202,120,38,0.68333334,current_heavy_euro_engine_builders,0.19166666,bridge_cluster,13,0.34210526315789475,Recent releases / new-hotness cluster,9,0.23684210526315788
khermaszewski,1216,107,38,0.6448598,dungeon_crawl_cooperative_campaign_adventure,0.1682243,temporal_artifact,13,0.34210526315789475,Recent releases / new-hotness cluster,13,0.34210526315789475
Mad_Gab,2747,91,38,0.5824176,dungeon_crawl_cooperative_campaign_adventure,0.35164836,temporal_artifact,13,0.34210526315789475,Recent releases / new-hotness cluster,13,0.34210526315789475
cubateve,4150,80,38,0.525,party_family_social_deduction,0.175,bridge_cluster,13,0.34210526315789475,Recent releases / new-hotness cluster,10,0.2631578947368421
Harlandas,4553,106,38,0.6415094,current_heavy_euro_engine_builders,0.13207547,bridge_cluster,13,0.34210526315789475,Recent releases / new-hotness cluster,6,0.15789473684210525
Marnix,4986,127,38,0.7007874,dungeon_crawl_cooperative_campaign_adventure,0.22834645,bridge_cluster,13,0.34210526315789475,Recent releases / new-hotness cluster,10,0.2631578947368421
gRamzel,237,101,37,0.63366336,dungeon_crawl_cooperative_campaign_adventure,0.14851485,temporal_artifact,13,0.35135135135135137,Recent releases / new-hotness cluster,13,0.35135135135135137
Pjermsims,270,83,37,0.55421686,party_family_social_deduction,0.18072289,bridge_cluster,13,0.35135135135135137,Recent releases / new-hotness cluster,8,0.21621621621621623
Bengazi,1698,112,37,0.66964287,party_family_social_deduction,0.125,bridge_cluster,13,0.35135135135135137,unlabeled,5,0.13513513513513514
GregDarcy,2290,126,37,0.7063492,current_heavy_euro_engine_builders,0.14285715,franchise_series,13,0.35135135135135137,Recent releases / new-hotness cluster,12,0.32432432432432434
mattandJulie,2795,110,37,0.6636363,puzzle_nature_tableau_builders,0.19090909,bridge_cluster,13,0.35135135135135137,unlabeled,8,0.21621621621621623
fillypej,4391,112,37,0.66964287,current_heavy_euro_engine_builders,0.13392857,bridge_cluster,13,0.35135135135135137,Recent releases / new-hotness cluster,13,0.35135135135135137
Bryyo003,1038,121,36,0.70247936,current_heavy_euro_engine_builders,0.18181819,temporal_artifact,13,0.3611111111111111,Recent releases / new-hotness cluster,13,0.3611111111111111
Leomar,1238,122,36,0.704918,medium_worker_placement_euros,0.13114753,temporal_artifact,13,0.3611111111111111,Recent releases / new-hotness cluster,13,0.3611111111111111
Cecilio,1839,94,36,0.61702126,bgg_golden_age_canon,0.15957446,bridge_cluster,13,0.3611111111111111,Recent releases / new-hotness cluster,13,0.3611111111111111
rainyl,3138,137,36,0.73722625,party_family_social_deduction,0.16058394,bridge_cluster,13,0.3611111111111111,Recent releases / new-hotness cluster,5,0.1388888888888889
beerzinjsh,3941,105,36,0.6571429,puzzle_nature_tableau_builders,0.16190477,franchise_series,13,0.3611111111111111,Escape-room / Unlock series cluster,11,0.3055555555555556
panglossian,540,107,35,0.6728972,cooperative_trick_taking_deduction,0.13084112,bridge_cluster,13,0.37142857142857144,unlabeled,10,0.2857142857142857
PK1988,3084,130,35,0.7307692,amerithrash_miniatures_lcg,0.17692308,franchise_series,13,0.37142857142857144,unlabeled,6,0.17142857142857143
Arane,5255,73,35,0.520548,current_heavy_euro_engine_builders,0.1780822,franchise_series,13,0.37142857142857144,Recent releases / new-hotness cluster,12,0.34285714285714286
Alyssa Oolacile,592,112,34,0.69642854,current_heavy_euro_engine_builders,0.25892857,temporal_artifact,13,0.38235294117647056,Recent releases / new-hotness cluster,13,0.38235294117647056
phillycheeeeez,1354,90,34,0.6222222,current_heavy_euro_engine_builders,0.14444445,temporal_artifact,13,0.38235294117647056,Recent releases / new-hotness cluster,13,0.38235294117647056
LisaWyns,2701,115,34,0.70434785,puzzle_nature_tableau_builders,0.2347826,temporal_artifact,13,0.38235294117647056,Recent releases / new-hotness cluster,13,0.38235294117647056
Anariin,3830,56,34,0.39285713,current_heavy_euro_engine_builders,0.08928572,temporal_artifact,13,0.38235294117647056,Recent releases / new-hotness cluster,13,0.38235294117647056
dt101010,4291,88,34,0.6136364,dungeon_crawl_cooperative_campaign_adventure,0.18181819,temporal_artifact,13,0.38235294117647056,Recent releases / new-hotness cluster,13,0.38235294117647056
galactus2099,4445,105,34,0.6761905,dungeon_crawl_cooperative_campaign_adventure,0.16190477,bridge_cluster,13,0.38235294117647056,Unmatched / skirmish series cluster,7,0.20588235294117646
gvr_,4538,112,34,0.69642854,historical_wargames_conflict_strategy,0.15178572,temporal_artifact,13,0.38235294117647056,Recent releases / new-hotness cluster,13,0.38235294117647056
PotatoOmelette,3098,102,33,0.6764706,current_heavy_euro_engine_builders,0.28431374,temporal_artifact,13,0.3939393939393939,Recent releases / new-hotness cluster,13,0.3939393939393939
rajonrondo9,3140,114,33,0.71052635,current_heavy_euro_engine_builders,0.21929824,bridge_cluster,13,0.3939393939393939,Area-control crossover / Root-Eclipse cluster,8,0.24242424242424243
gilder13,4476,126,33,0.7380952,bgg_golden_age_canon,0.12698413,franchise_series,13,0.3939393939393939,Recent releases / new-hotness cluster,7,0.21212121212121213
homarn,4586,116,33,0.7155173,current_heavy_euro_engine_builders,0.18965517,bridge_cluster,13,0.3939393939393939,Recent releases / new-hotness cluster,7,0.21212121212121213
Hskev,4592,77,33,0.57142854,bgg_golden_age_canon,0.14285715,temporal_artifact,13,0.3939393939393939,Recent releases / new-hotness cluster,13,0.3939393939393939
labrhat22,4869,128,33,0.7421875,current_heavy_euro_engine_builders,0.1171875,bridge_cluster,13,0.3939393939393939,Recent releases / new-hotness cluster,9,0.2727272727272727
martis08,1268,68,32,0.5294118,dungeon_crawl_cooperative_campaign_adventure,0.11764706,temporal_artifact,13,0.40625,Recent releases / new-hotness cluster,13,0.40625
tontogamer,1462,98,32,0.6734694,current_heavy_euro_engine_builders,0.20408164,bridge_cluster,13,0.40625,Recent releases / new-hotness cluster,10,0.3125
demiesta,1989,107,32,0.7009346,puzzle_nature_tableau_builders,0.14018692,temporal_artifact,13,0.40625,Recent releases / new-hotness cluster,13,0.40625
LordEisenfaust,2713,78,32,0.5897436,bgg_golden_age_canon,0.15384616,bridge_cluster,13,0.40625,unlabeled,7,0.21875
TheNewblar,3478,139,32,0.76978415,historical_wargames_conflict_strategy,0.17266187,temporal_artifact,13,0.40625,Recent releases / new-hotness cluster,13,0.40625
anwarkin,3858,80,32,0.6,puzzle_nature_tableau_builders,0.1875,temporal_artifact,13,0.40625,Recent releases / new-hotness cluster,13,0.40625
integratedfrost,4626,60,32,0.46666664,party_family_social_deduction,0.1,temporal_artifact,13,0.40625,Recent releases / new-hotness cluster,13,0.40625
knayz,4833,120,32,0.73333335,bgg_golden_age_canon,0.18333334,franchise_series,13,0.40625,Recent releases / new-hotness cluster,4,0.125
Sjengske,5219,84,32,0.61904764,dungeon_crawl_cooperative_campaign_adventure,0.10714286,temporal_artifact,13,0.40625,Recent releases / new-hotness cluster,13,0.40625
Pyckle,1362,103,31,0.6990291,bgg_golden_age_canon,0.1262136,franchise_series,13,0.41935483870967744,Recent releases / new-hotness cluster,5,0.16129032258064516
SunNightScythe,3418,87,31,0.6436782,current_heavy_euro_engine_builders,0.12643678,bridge_cluster,13,0.41935483870967744,unlabeled,4,0.12903225806451613
Blackhowler,3971,91,31,0.6593406,current_heavy_euro_engine_builders,0.24175824,temporal_artifact,13,0.41935483870967744,Recent releases / new-hotness cluster,13,0.41935483870967744
Ceti,4074,157,31,0.80254775,amerithrash_miniatures_lcg,0.1656051,bridge_cluster,13,0.41935483870967744,Area-control crossover / Root-Eclipse cluster,5,0.16129032258064516
Caloypogi12301989,69,118,30,0.7457627,medium_worker_placement_euros,0.20338982,bridge_cluster,13,0.43333333333333335,unlabeled,6,0.2
dansj882,657,127,30,0.7637795,party_family_social_deduction,0.13385826,bridge_cluster,13,0.43333333333333335,Recent releases / new-hotness cluster,5,0.16666666666666666
sinuro,1410,134,30,0.7761194,medium_worker_placement_euros,0.15671642,bridge_cluster,13,0.43333333333333335,Area-control crossover / Root-Eclipse cluster,6,0.2
jasmineirv,2445,98,30,0.6938776,party_family_social_deduction,0.15306123,bridge_cluster,13,0.43333333333333335,Fantasy adventure / deck-building gateway,6,0.2
Noel_Gibbs,2965,97,30,0.69072163,amerithrash_miniatures_lcg,0.185567,bridge_cluster,13,0.43333333333333335,Area-control crossover / Root-Eclipse cluster,6,0.2
oldskoolgeek999,2995,129,30,0.76744187,party_family_social_deduction,0.17829457,bridge_cluster,13,0.43333333333333335,unlabeled,4,0.13333333333333333
Wolcik,3667,92,30,0.673913,party_family_social_deduction,0.14130434,bridge_cluster,13,0.43333333333333335,Recent releases / new-hotness cluster,10,0.3333333333333333
impeira,4621,123,30,0.75609756,current_heavy_euro_engine_builders,0.21138212,temporal_artifact,13,0.43333333333333335,Recent releases / new-hotness cluster,13,0.43333333333333335
mrbunkers,798,92,29,0.6847826,bgg_golden_age_canon,0.22826087,temporal_artifact,13,0.4482758620689655,Recent releases / new-hotness cluster,13,0.4482758620689655
alfredoalencar,985,101,29,0.7128713,current_heavy_euro_engine_builders,0.17821783,bridge_cluster,13,0.4482758620689655,Recent releases / new-hotness cluster,5,0.1724137931034483
JCam30,1189,89,29,0.67415726,current_heavy_euro_engine_builders,0.29213482,temporal_artifact,13,0.4482758620689655,Recent releases / new-hotness cluster,13,0.4482758620689655
drgnmstr44,2054,82,29,0.64634144,dungeon_crawl_cooperative_campaign_adventure,0.19512194,temporal_artifact,13,0.4482758620689655,Recent releases / new-hotness cluster,13,0.4482758620689655
Plauschler,544,114,28,0.75438595,bgg_golden_age_canon,0.16666667,temporal_artifact,13,0.4642857142857143,Recent releases / new-hotness cluster,13,0.4642857142857143
Egnielsen92,2085,101,28,0.72277224,puzzle_nature_tableau_builders,0.16831683,temporal_artifact,13,0.4642857142857143,Recent releases / new-hotness cluster,13,0.4642857142857143
oliviers13,3001,74,28,0.6216216,dungeon_crawl_cooperative_campaign_adventure,0.13513513,temporal_artifact,13,0.4642857142857143,Recent releases / new-hotness cluster,13,0.4642857142857143
pabetefaja,3024,50,28,0.44,puzzle_nature_tableau_builders,0.14,temporal_artifact,13,0.4642857142857143,Recent releases / new-hotness cluster,13,0.4642857142857143
plagio,3085,108,28,0.7407408,party_family_social_deduction,0.19444445,bridge_cluster,13,0.4642857142857143,unlabeled,4,0.14285714285714285
wilsonza,3660,94,28,0.7021277,current_heavy_euro_engine_builders,0.14893617,temporal_artifact,13,0.4642857142857143,Recent releases / new-hotness cluster,13,0.4642857142857143
jeddy lee,4679,85,28,0.67058825,amerithrash_miniatures_lcg,0.24705882,bridge_cluster,13,0.4642857142857143,Fantasy adventure / deck-building gateway,4,0.14285714285714285
Mayasty,126,111,27,0.7567568,bgg_golden_age_canon,0.0990991,temporal_artifact,13,0.48148148148148145,Recent releases / new-hotness cluster,13,0.48148148148148145
