username,row,total_selected_owned,other_owned_count,included_share,dominant_taste_dimension,dominant_taste_share,top_other_community_type,top_other_community_type_count,top_other_community_type_share,top_other_manual_label,top_other_manual_label_count,top_other_manual_label_share
DDarrell6,4209,86,32,0.627907,current_heavy_euro_engine_builders,0.24418604,temporal_artifact,15,0.46875,Recent releases / new-hotness cluster,15,0.46875
fallenicarus,5281,105,32,0.6952381,bgg_golden_age_canon,0.13333334,temporal_artifact,15,0.46875,Recent releases / new-hotness cluster,15,0.46875
chaac8,1050,89,31,0.65168536,puzzle_nature_tableau_builders,0.16853933,temporal_artifact,15,0.4838709677419355,Recent releases / new-hotness cluster,15,0.4838709677419355
noael,1324,83,31,0.62650603,current_heavy_euro_engine_builders,0.26506025,temporal_artifact,15,0.4838709677419355,Recent releases / new-hotness cluster,15,0.4838709677419355
Bender Teo,3943,137,31,0.77372265,bgg_golden_age_canon,0.15328467,temporal_artifact,15,0.4838709677419355,Recent releases / new-hotness cluster,15,0.4838709677419355
CircadianTurnip,4106,125,31,0.752,party_family_social_deduction,0.192,temporal_artifact,15,0.4838709677419355,Recent releases / new-hotness cluster,15,0.4838709677419355
stefon,33,84,30,0.64285713,cooperative_trick_taking_deduction,0.13095239,temporal_artifact,15,0.5,Recent releases / new-hotness cluster,15,0.5
jedirahl,179,67,30,0.5522388,bgg_golden_age_canon,0.14925373,temporal_artifact,15,0.5,Recent releases / new-hotness cluster,15,0.5
styxxx,565,98,30,0.6938776,current_heavy_euro_engine_builders,0.1632653,temporal_artifact,15,0.5,Recent releases / new-hotness cluster,15,0.5
Recycledon,3160,58,30,0.48275864,dungeon_crawl_cooperative_campaign_adventure,0.22413793,temporal_artifact,15,0.5,Recent releases / new-hotness cluster,15,0.5
Commit3d,4120,75,30,0.6,current_heavy_euro_engine_builders,0.16,temporal_artifact,15,0.5,Recent releases / new-hotness cluster,15,0.5
lewhno,4894,126,30,0.7619048,current_heavy_euro_engine_builders,0.16666667,temporal_artifact,15,0.5,Recent releases / new-hotness cluster,15,0.5
Egwood,323,97,29,0.70103097,party_family_social_deduction,0.15463917,temporal_artifact,15,0.5172413793103449,Recent releases / new-hotness cluster,15,0.5172413793103449
Qogcil,1363,98,29,0.70408165,historical_wargames_conflict_strategy,0.1734694,temporal_artifact,15,0.5172413793103449,Recent releases / new-hotness cluster,15,0.5172413793103449
mac93,2741,82,29,0.64634144,current_heavy_euro_engine_builders,0.30487806,temporal_artifact,15,0.5172413793103449,Recent releases / new-hotness cluster,15,0.5172413793103449
rtcodo,3225,112,29,0.74107146,current_heavy_euro_engine_builders,0.16071428,bridge_cluster,15,0.5172413793103449,Fantasy adventure / deck-building gateway,5,0.1724137931034483
assifv,3892,55,29,0.4727273,current_heavy_euro_engine_builders,0.14545454,temporal_artifact,15,0.5172413793103449,Recent releases / new-hotness cluster,15,0.5172413793103449
inqueldi,4624,56,29,0.48214287,puzzle_nature_tableau_builders,0.23214285,temporal_artifact,15,0.5172413793103449,Recent releases / new-hotness cluster,15,0.5172413793103449
hybrid92,497,76,28,0.6315789,current_heavy_euro_engine_builders,0.15789473,temporal_artifact,15,0.5357142857142857,Recent releases / new-hotness cluster,15,0.5357142857142857
alejanmesa,983,45,28,0.37777776,party_family_social_deduction,0.08888889,temporal_artifact,15,0.5357142857142857,Recent releases / new-hotness cluster,15,0.5357142857142857
peterandersson,3066,57,28,0.5087719,dungeon_crawl_cooperative_campaign_adventure,0.12280702,temporal_artifact,15,0.5357142857142857,Recent releases / new-hotness cluster,15,0.5357142857142857
kotolion,4841,40,28,0.3,current_heavy_euro_engine_builders,0.125,franchise_series,15,0.5357142857142857,Unmatched / skirmish series cluster,12,0.42857142857142855
MorriganCloe,5355,55,28,0.4909091,puzzle_nature_tableau_builders,0.18181819,temporal_artifact,15,0.5357142857142857,Recent releases / new-hotness cluster,15,0.5357142857142857
Andural69,595,97,27,0.7216495,dungeon_crawl_cooperative_campaign_adventure,0.15463917,bridge_cluster,15,0.5555555555555556,Recent releases / new-hotness cluster,7,0.25925925925925924
Ludde81,1249,72,27,0.625,puzzle_nature_tableau_builders,0.15277778,bridge_cluster,15,0.5555555555555556,Ticket to Ride / route-building series cluster,4,0.14814814814814814
Cowtippa,1901,71,27,0.6197183,dungeon_crawl_cooperative_campaign_adventure,0.15492958,franchise_series,15,0.5555555555555556,Unmatched / skirmish series cluster,8,0.2962962962962963
Deitywanderer,4220,75,27,0.64,medium_worker_placement_euros,0.14666666,bridge_cluster,15,0.5555555555555556,unlabeled,5,0.18518518518518517
Morien10,5443,51,27,0.4705882,bgg_golden_age_canon,0.13725491,temporal_artifact,15,0.5555555555555556,Recent releases / new-hotness cluster,15,0.5555555555555556
Katunik,4784,52,26,0.5,current_heavy_euro_engine_builders,0.115384616,temporal_artifact,15,0.5769230769230769,Recent releases / new-hotness cluster,15,0.5769230769230769
DSAdixits,2060,61,25,0.59016395,party_family_social_deduction,0.21311475,franchise_series,15,0.6,Unmatched / skirmish series cluster,8,0.32
tlorow,3515,85,25,0.7058823,current_heavy_euro_engine_builders,0.28235295,temporal_artifact,15,0.6,Recent releases / new-hotness cluster,15,0.6
davide_aus_basel,4203,63,25,0.60317457,current_heavy_euro_engine_builders,0.11111111,temporal_artifact,15,0.6,Recent releases / new-hotness cluster,15,0.6
Doenermann,4269,76,25,0.67105263,current_heavy_euro_engine_builders,0.21052632,temporal_artifact,15,0.6,Recent releases / new-hotness cluster,15,0.6
FraPas13,4419,52,25,0.5192308,puzzle_nature_tableau_builders,0.13461539,temporal_artifact,15,0.6,Recent releases / new-hotness cluster,15,0.6
xXHufflepuf98fXx,3702,48,24,0.5,puzzle_nature_tableau_builders,0.1875,temporal_artifact,15,0.625,Recent releases / new-hotness cluster,15,0.625
Mar2828,2768,108,23,0.787037,bgg_golden_age_canon,0.2037037,bridge_cluster,15,0.6521739130434783,unlabeled,4,0.17391304347826086
Nabla_1981,2919,53,23,0.5660378,puzzle_nature_tableau_builders,0.20754717,temporal_artifact,15,0.6521739130434783,Recent releases / new-hotness cluster,15,0.6521739130434783
CookieCrumble789,4122,66,23,0.6515151,current_heavy_euro_engine_builders,0.28787878,temporal_artifact,15,0.6521739130434783,Recent releases / new-hotness cluster,15,0.6521739130434783
memphis817,5026,64,23,0.640625,current_heavy_euro_engine_builders,0.3125,temporal_artifact,15,0.6521739130434783,Recent releases / new-hotness cluster,15,0.6521739130434783
Zteenberg,288,38,22,0.42105263,dungeon_crawl_cooperative_campaign_adventure,0.15789473,temporal_artifact,15,0.6818181818181818,Recent releases / new-hotness cluster,15,0.6818181818181818
Gavilan,5087,56,22,0.60714287,historical_wargames_conflict_strategy,0.14285715,temporal_artifact,15,0.6818181818181818,Recent releases / new-hotness cluster,15,0.6818181818181818
juliekerckaert,4755,45,21,0.5333333,dungeon_crawl_cooperative_campaign_adventure,0.2888889,temporal_artifact,15,0.7142857142857143,Recent releases / new-hotness cluster,15,0.7142857142857143
_tk_,5134,49,21,0.57142854,current_heavy_euro_engine_builders,0.14285715,temporal_artifact,15,0.7142857142857143,Recent releases / new-hotness cluster,15,0.7142857142857143
mr_will,2894,33,20,0.39393938,party_family_social_deduction,0.121212125,temporal_artifact,15,0.75,Recent releases / new-hotness cluster,15,0.75
igramul,1168,32,19,0.40625,dungeon_crawl_cooperative_campaign_adventure,0.28125,temporal_artifact,15,0.7894736842105263,Recent releases / new-hotness cluster,15,0.7894736842105263
ryushin95,3234,39,19,0.5128205,current_heavy_euro_engine_builders,0.2820513,temporal_artifact,15,0.7894736842105263,Recent releases / new-hotness cluster,15,0.7894736842105263
Snapper67,3357,256,56,0.78125,bgg_golden_age_canon,0.18359375,bridge_cluster,14,0.25,Recent releases / new-hotness cluster,14,0.25
jsatel,1196,133,54,0.59398496,amerithrash_miniatures_lcg,0.12781955,temporal_artifact,14,0.25925925925925924,Recent releases / new-hotness cluster,14,0.25925925925925924
Chandlerwp,5462,206,51,0.7524272,current_heavy_euro_engine_builders,0.12135922,bridge_cluster,14,0.27450980392156865,Recent releases / new-hotness cluster,11,0.21568627450980393
bouchardap,4010,153,50,0.67320263,current_heavy_euro_engine_builders,0.12418301,bridge_cluster,14,0.28,Recent releases / new-hotness cluster,9,0.18
Leykos,4896,172,48,0.7209302,party_family_social_deduction,0.1744186,franchise_series,14,0.2916666666666667,Recent releases / new-hotness cluster,13,0.2708333333333333
mbroui,1274,143,47,0.67132866,current_heavy_euro_engine_builders,0.16783217,bridge_cluster,14,0.2978723404255319,Recent releases / new-hotness cluster,13,0.2765957446808511
jbull08,4674,104,46,0.5576923,dungeon_crawl_cooperative_campaign_adventure,0.13461539,temporal_artifact,14,0.30434782608695654,Recent releases / new-hotness cluster,14,0.30434782608695654
Legrasse81,5408,131,46,0.648855,cooperative_trick_taking_deduction,0.14503817,bridge_cluster,14,0.30434782608695654,Recent releases / new-hotness cluster,10,0.21739130434782608
chrisoc13,1858,150,44,0.7066667,party_family_social_deduction,0.14666666,temporal_artifact,14,0.3181818181818182,Recent releases / new-hotness cluster,14,0.3181818181818182
DavidIII,4204,153,44,0.7124183,dungeon_crawl_cooperative_campaign_adventure,0.1764706,bridge_cluster,14,0.3181818181818182,Recent releases / new-hotness cluster,12,0.2727272727272727
atomfeed,1009,148,43,0.7094594,amerithrash_miniatures_lcg,0.16216215,bridge_cluster,14,0.32558139534883723,Recent releases / new-hotness cluster,10,0.23255813953488372
billiboj,1027,145,43,0.7034483,bgg_golden_age_canon,0.13793103,franchise_series,14,0.32558139534883723,Fantasy adventure / deck-building gateway,6,0.13953488372093023
rrr4,1383,122,43,0.647541,current_heavy_euro_engine_builders,0.22131148,temporal_artifact,14,0.32558139534883723,Recent releases / new-hotness cluster,14,0.32558139534883723
sagesaron,1389,162,43,0.7345679,current_heavy_euro_engine_builders,0.25308642,temporal_artifact,14,0.32558139534883723,Recent releases / new-hotness cluster,14,0.32558139534883723
drbasseri,2048,182,43,0.76373625,amerithrash_miniatures_lcg,0.17032968,temporal_artifact,14,0.32558139534883723,Recent releases / new-hotness cluster,14,0.32558139534883723
Pandorzecza,3036,182,43,0.76373625,medium_worker_placement_euros,0.1923077,bridge_cluster,14,0.32558139534883723,unlabeled,7,0.16279069767441862
cdomes,4069,194,43,0.77835053,bgg_golden_age_canon,0.15979381,bridge_cluster,14,0.32558139534883723,Recent releases / new-hotness cluster,14,0.32558139534883723
Celana,4070,118,43,0.6355932,current_heavy_euro_engine_builders,0.16949153,bridge_cluster,14,0.32558139534883723,Recent releases / new-hotness cluster,10,0.23255813953488372
Falerist,4375,119,43,0.6386554,dungeon_crawl_cooperative_campaign_adventure,0.1764706,bridge_cluster,14,0.32558139534883723,Recent releases / new-hotness cluster,13,0.3023255813953488
walkera,579,167,42,0.74850297,dungeon_crawl_cooperative_campaign_adventure,0.17964073,franchise_series,14,0.3333333333333333,Recent releases / new-hotness cluster,9,0.21428571428571427
bowdy,951,115,42,0.6347826,current_heavy_euro_engine_builders,0.1826087,bridge_cluster,14,0.3333333333333333,Recent releases / new-hotness cluster,12,0.2857142857142857
Bluewolf17,3988,121,42,0.6528926,current_heavy_euro_engine_builders,0.17355372,bridge_cluster,14,0.3333333333333333,Fantasy adventure / deck-building gateway,10,0.23809523809523808
moses88,533,161,41,0.74534166,party_family_social_deduction,0.1552795,bridge_cluster,14,0.34146341463414637,Recent releases / new-hotness cluster,12,0.2926829268292683
NikonSnapper,815,179,41,0.7709497,party_family_social_deduction,0.16201118,franchise_series,14,0.34146341463414637,unlabeled,7,0.17073170731707318
elotrojaime,1111,135,41,0.69629633,party_family_social_deduction,0.15555556,temporal_artifact,14,0.34146341463414637,Recent releases / new-hotness cluster,14,0.34146341463414637
Javor,1185,103,41,0.6019417,current_heavy_euro_engine_builders,0.17475729,temporal_artifact,14,0.34146341463414637,Recent releases / new-hotness cluster,14,0.34146341463414637
con_noc,1882,159,41,0.7421384,current_heavy_euro_engine_builders,0.16352202,bridge_cluster,14,0.34146341463414637,Area-control crossover / Root-Eclipse cluster,7,0.17073170731707318
rami_,3143,80,41,0.4875,cooperative_trick_taking_deduction,0.1125,temporal_artifact,14,0.34146341463414637,Recent releases / new-hotness cluster,14,0.34146341463414637
hagarthelucky,4547,123,41,0.6666666,current_heavy_euro_engine_builders,0.2601626,temporal_artifact,14,0.34146341463414637,Recent releases / new-hotness cluster,14,0.34146341463414637
KaraJean17,4778,125,41,0.672,party_family_social_deduction,0.208,bridge_cluster,14,0.34146341463414637,Fantasy adventure / deck-building gateway,7,0.17073170731707318
Hartyfarty,5364,101,41,0.5940594,puzzle_nature_tableau_builders,0.15841584,temporal_artifact,14,0.34146341463414637,Recent releases / new-hotness cluster,14,0.34146341463414637
ViktorPersson,5376,87,41,0.52873564,party_family_social_deduction,0.13793103,temporal_artifact,14,0.34146341463414637,Recent releases / new-hotness cluster,14,0.34146341463414637
handful86,1156,133,40,0.69924814,current_heavy_euro_engine_builders,0.16541353,temporal_artifact,14,0.35,Recent releases / new-hotness cluster,14,0.35
ismosa,4638,93,40,0.56989247,amerithrash_miniatures_lcg,0.12903225,bridge_cluster,14,0.35,Recent releases / new-hotness cluster,11,0.275
dalembertian,5243,157,40,0.7452229,current_heavy_euro_engine_builders,0.1910828,bridge_cluster,14,0.35,Recent releases / new-hotness cluster,11,0.275
Chronosone,1862,130,39,0.7,dungeon_crawl_cooperative_campaign_adventure,0.16153847,bridge_cluster,14,0.358974358974359,Recent releases / new-hotness cluster,11,0.28205128205128205
Anothnio,3853,107,39,0.635514,bgg_golden_age_canon,0.11214953,franchise_series,14,0.358974358974359,Recent releases / new-hotness cluster,12,0.3076923076923077
Raland,196,88,38,0.5681818,amerithrash_miniatures_lcg,0.22727273,bridge_cluster,14,0.3684210526315789,Fantasy adventure / deck-building gateway,6,0.15789473684210525
andersed,594,164,38,0.76829267,dungeon_crawl_cooperative_campaign_adventure,0.18902439,temporal_artifact,14,0.3684210526315789,Recent releases / new-hotness cluster,14,0.3684210526315789
Michlou,1285,144,38,0.7361111,current_heavy_euro_engine_builders,0.2013889,bridge_cluster,14,0.3684210526315789,unlabeled,5,0.13157894736842105
texvandoodoo,1439,110,38,0.6545454,amerithrash_miniatures_lcg,0.15454546,bridge_cluster,14,0.3684210526315789,Recent releases / new-hotness cluster,5,0.13157894736842105
Baldar538,1662,140,38,0.7285714,dungeon_crawl_cooperative_campaign_adventure,0.13571429,bridge_cluster,14,0.3684210526315789,Recent releases / new-hotness cluster,6,0.15789473684210525
kamtru72,2559,106,38,0.6415094,puzzle_nature_tableau_builders,0.18867925,bridge_cluster,14,0.3684210526315789,Recent releases / new-hotness cluster,7,0.18421052631578946
Ghantu,4469,137,38,0.72262776,amerithrash_miniatures_lcg,0.16788322,franchise_series,14,0.3684210526315789,Fantasy adventure / deck-building gateway,4,0.10526315789473684
Herbolder,4574,175,38,0.7828572,current_heavy_euro_engine_builders,0.20571429,bridge_cluster,14,0.3684210526315789,Recent releases / new-hotness cluster,13,0.34210526315789475
JeffCharest,4683,104,38,0.6346154,dungeon_crawl_cooperative_campaign_adventure,0.1826923,bridge_cluster,14,0.3684210526315789,Recent releases / new-hotness cluster,12,0.3157894736842105
ExplodingSnail,677,134,37,0.7238806,current_heavy_euro_engine_builders,0.20895523,temporal_artifact,14,0.3783783783783784,Recent releases / new-hotness cluster,14,0.3783783783783784
gkizilis,2261,162,37,0.77160496,current_heavy_euro_engine_builders,0.2037037,bridge_cluster,14,0.3783783783783784,Area-control crossover / Root-Eclipse cluster,6,0.16216216216216217
Joerg_S,2510,99,37,0.62626266,dungeon_crawl_cooperative_campaign_adventure,0.22222222,temporal_artifact,14,0.3783783783783784,Recent releases / new-hotness cluster,14,0.3783783783783784
jsawing,2538,99,37,0.62626266,party_family_social_deduction,0.13131313,franchise_series,14,0.3783783783783784,unlabeled,6,0.16216216216216217
Larderon,2660,103,37,0.6407767,current_heavy_euro_engine_builders,0.116504855,temporal_artifact,14,0.3783783783783784,Recent releases / new-hotness cluster,14,0.3783783783783784
Barduchi,3921,156,37,0.7628205,bgg_golden_age_canon,0.17948718,bridge_cluster,14,0.3783783783783784,unlabeled,5,0.13513513513513514
gerdeve,140,114,36,0.68421054,current_heavy_euro_engine_builders,0.25438598,bridge_cluster,14,0.3888888888888889,Recent releases / new-hotness cluster,7,0.19444444444444445
paulrbolton,1347,106,36,0.6603774,current_heavy_euro_engine_builders,0.1981132,temporal_artifact,14,0.3888888888888889,Recent releases / new-hotness cluster,14,0.3888888888888889
Ainecrevette,1546,101,36,0.64356434,bgg_golden_age_canon,0.11881188,temporal_artifact,14,0.3888888888888889,Recent releases / new-hotness cluster,14,0.3888888888888889
jimbojimjim2,2487,109,36,0.66972476,current_heavy_euro_engine_builders,0.16513762,temporal_artifact,14,0.3888888888888889,Recent releases / new-hotness cluster,14,0.3888888888888889
Groovycathers,4522,126,36,0.71428573,puzzle_nature_tableau_builders,0.16666667,bridge_cluster,14,0.3888888888888889,Recent releases / new-hotness cluster,8,0.2222222222222222
Ignius_Flamig,1167,93,35,0.6236559,amerithrash_miniatures_lcg,0.11827957,bridge_cluster,14,0.4,Recent releases / new-hotness cluster,12,0.34285714285714286
douvaria,2038,117,35,0.70085466,bgg_golden_age_canon,0.13675214,temporal_artifact,14,0.4,Recent releases / new-hotness cluster,14,0.4
firemage85,684,98,34,0.6530612,current_heavy_euro_engine_builders,0.1632653,temporal_artifact,14,0.4117647058823529,Recent releases / new-hotness cluster,14,0.4117647058823529
uroboros9521,914,63,34,0.46031743,current_heavy_euro_engine_builders,0.12698413,bridge_cluster,14,0.4117647058823529,Recent releases / new-hotness cluster,13,0.38235294117647056
dimirosselle,1086,90,34,0.6222222,puzzle_nature_tableau_builders,0.18888889,temporal_artifact,14,0.4117647058823529,Recent releases / new-hotness cluster,14,0.4117647058823529
alexlm_89,1565,91,34,0.62637365,current_heavy_euro_engine_builders,0.26373628,franchise_series,14,0.4117647058823529,Recent releases / new-hotness cluster,12,0.35294117647058826
wafflebun,3629,153,34,0.7777778,party_family_social_deduction,0.15686275,franchise_series,14,0.4117647058823529,unlabeled,5,0.14705882352941177
casaubon,4056,112,34,0.69642854,bgg_golden_age_canon,0.14285715,temporal_artifact,14,0.4117647058823529,Recent releases / new-hotness cluster,14,0.4117647058823529
ctolo82,4148,86,34,0.60465115,current_heavy_euro_engine_builders,0.12790698,bridge_cluster,14,0.4117647058823529,Recent releases / new-hotness cluster,8,0.23529411764705882
gonzalobediadiaz,4493,119,34,0.71428573,current_heavy_euro_engine_builders,0.19327731,bridge_cluster,14,0.4117647058823529,unlabeled,6,0.17647058823529413
hellomrzombie,5481,75,34,0.5466666,puzzle_nature_tableau_builders,0.14666666,temporal_artifact,14,0.4117647058823529,Recent releases / new-hotness cluster,14,0.4117647058823529
Esyhpe,95,93,33,0.6451613,current_heavy_euro_engine_builders,0.2795699,bridge_cluster,14,0.42424242424242425,Recent releases / new-hotness cluster,6,0.18181818181818182
julia_gulia,2542,123,33,0.73170733,bgg_golden_age_canon,0.1300813,temporal_artifact,14,0.42424242424242425,Recent releases / new-hotness cluster,14,0.42424242424242425
Malelo96,2758,90,33,0.6333333,bgg_golden_age_canon,0.15555556,temporal_artifact,14,0.42424242424242425,Recent releases / new-hotness cluster,14,0.42424242424242425
RandaPrince,3144,89,33,0.62921345,bgg_golden_age_canon,0.15730338,temporal_artifact,14,0.42424242424242425,Recent releases / new-hotness cluster,14,0.42424242424242425
luckym2552,4939,121,33,0.72727275,current_heavy_euro_engine_builders,0.17355372,temporal_artifact,14,0.42424242424242425,Recent releases / new-hotness cluster,14,0.42424242424242425
MegaMrBrown,5020,106,33,0.6886792,current_heavy_euro_engine_builders,0.20754717,temporal_artifact,14,0.42424242424242425,Recent releases / new-hotness cluster,14,0.42424242424242425
Imot90,5174,156,33,0.78846157,historical_wargames_conflict_strategy,0.12179487,bridge_cluster,14,0.42424242424242425,Race for the Galaxy system cluster,3,0.09090909090909091
parkerbey,5445,65,33,0.49230766,puzzle_nature_tableau_builders,0.2,temporal_artifact,14,0.42424242424242425,Recent releases / new-hotness cluster,14,0.42424242424242425
nwrex,1330,91,32,0.64835167,puzzle_nature_tableau_builders,0.2857143,bridge_cluster,14,0.4375,Recent releases / new-hotness cluster,7,0.21875
PappyGarcia,1345,107,32,0.7009346,party_family_social_deduction,0.1588785,bridge_cluster,14,0.4375,Recent releases / new-hotness cluster,5,0.15625
aeneas75,1535,106,32,0.6981132,party_family_social_deduction,0.14150943,franchise_series,14,0.4375,Escape-room / Unlock series cluster,9,0.28125
Johan10,2514,86,32,0.627907,dungeon_crawl_cooperative_campaign_adventure,0.15116279,bridge_cluster,14,0.4375,Recent releases / new-hotness cluster,8,0.25
shawnmackay1593,3296,85,32,0.62352943,current_heavy_euro_engine_builders,0.1764706,bridge_cluster,14,0.4375,Recent releases / new-hotness cluster,7,0.21875
Kerpaderp,4800,98,32,0.6734694,current_heavy_euro_engine_builders,0.30612245,temporal_artifact,14,0.4375,Recent releases / new-hotness cluster,14,0.4375
AndySocial,5437,94,32,0.6595745,puzzle_nature_tableau_builders,0.30851063,temporal_artifact,14,0.4375,Recent releases / new-hotness cluster,14,0.4375
El_Shaddai,137,81,31,0.61728394,dungeon_crawl_cooperative_campaign_adventure,0.14814815,bridge_cluster,14,0.45161290322580644,Area-control crossover / Root-Eclipse cluster,9,0.2903225806451613
ForTheMeeple,4411,90,31,0.65555555,current_heavy_euro_engine_builders,0.22222222,bridge_cluster,14,0.45161290322580644,Recent releases / new-hotness cluster,5,0.16129032258064516
GremlinMaster,4512,154,31,0.7987013,bgg_golden_age_canon,0.18831168,bridge_cluster,14,0.45161290322580644,unlabeled,4,0.12903225806451613
di2g10,1083,84,30,0.64285713,bgg_golden_age_canon,0.13095239,bridge_cluster,14,0.4666666666666667,Area-control crossover / Root-Eclipse cluster,6,0.2
braderunnah,1773,95,30,0.68421054,amerithrash_miniatures_lcg,0.18947369,bridge_cluster,14,0.4666666666666667,unlabeled,6,0.2
Conanross,1885,70,30,0.57142854,amerithrash_miniatures_lcg,0.15714286,bridge_cluster,14,0.4666666666666667,Light set-collection gateway,5,0.16666666666666666
dkl415,4265,78,30,0.6153846,dungeon_crawl_cooperative_campaign_adventure,0.14102565,temporal_artifact,14,0.4666666666666667,Recent releases / new-hotness cluster,14,0.4666666666666667
kingofspin101,4815,113,30,0.7345133,current_heavy_euro_engine_builders,0.2300885,franchise_series,14,0.4666666666666667,Escape-room / Unlock series cluster,11,0.36666666666666664
Horux,5198,120,30,0.75,bgg_golden_age_canon,0.15,temporal_artifact,14,0.4666666666666667,Recent releases / new-hotness cluster,14,0.4666666666666667
Ryan Wampleman,5490,97,30,0.69072163,bgg_golden_age_canon,0.15463917,temporal_artifact,14,0.4666666666666667,Recent releases / new-hotness cluster,14,0.4666666666666667
EchoWarden,474,94,29,0.69148934,amerithrash_miniatures_lcg,0.26595744,temporal_artifact,14,0.4827586206896552,Recent releases / new-hotness cluster,14,0.4827586206896552
Semjon22,1398,73,29,0.6027397,bgg_golden_age_canon,0.19178082,temporal_artifact,14,0.4827586206896552,Recent releases / new-hotness cluster,14,0.4827586206896552
mvodanovic,2913,76,29,0.6184211,current_heavy_euro_engine_builders,0.35526314,bridge_cluster,14,0.4827586206896552,Recent releases / new-hotness cluster,5,0.1724137931034483
Mykola_Ku,2915,112,29,0.74107146,party_family_social_deduction,0.15178572,bridge_cluster,14,0.4827586206896552,Area-control crossover / Root-Eclipse cluster,7,0.2413793103448276
Syssim,3435,70,29,0.5857143,dungeon_crawl_cooperative_campaign_adventure,0.32857144,franchise_series,14,0.4827586206896552,Recent releases / new-hotness cluster,7,0.2413793103448276
VanguardUK,3587,102,29,0.71568626,bgg_golden_age_canon,0.15686275,bridge_cluster,14,0.4827586206896552,Recent releases / new-hotness cluster,6,0.20689655172413793
Frenchie112,4423,62,29,0.53225803,dungeon_crawl_cooperative_campaign_adventure,0.12903225,temporal_artifact,14,0.4827586206896552,Recent releases / new-hotness cluster,14,0.4827586206896552
Lolli_Bob,4915,69,29,0.5797101,dungeon_crawl_cooperative_campaign_adventure,0.14492753,temporal_artifact,14,0.4827586206896552,Recent releases / new-hotness cluster,14,0.4827586206896552
Chlapak,463,80,28,0.65,dungeon_crawl_cooperative_campaign_adventure,0.2125,temporal_artifact,14,0.5,Recent releases / new-hotness cluster,14,0.5
Aerotay,3780,72,28,0.6111111,current_heavy_euro_engine_builders,0.3611111,temporal_artifact,14,0.5,Recent releases / new-hotness cluster,14,0.5
HorribleHager,4589,107,28,0.7383177,current_heavy_euro_engine_builders,0.1588785,bridge_cluster,14,0.5,unlabeled,4,0.14285714285714285
Makubex1526,4968,78,28,0.64102566,puzzle_nature_tableau_builders,0.2820513,temporal_artifact,14,0.5,Recent releases / new-hotness cluster,14,0.5
Marbonagrin,4973,115,28,0.75652176,historical_wargames_conflict_strategy,0.1826087,temporal_artifact,14,0.5,Recent releases / new-hotness cluster,14,0.5
alam1000malam,1555,105,27,0.7428571,medium_worker_placement_euros,0.18095239,bridge_cluster,14,0.5185185185185185,Small two-player/set-collection card games,3,0.1111111111111111
MasKeRaiD,2791,80,27,0.6625,amerithrash_miniatures_lcg,0.1625,temporal_artifact,14,0.5185185185185185,Recent releases / new-hotness cluster,14,0.5185185185185185
Timaoh,3507,73,27,0.63013697,amerithrash_miniatures_lcg,0.20547946,bridge_cluster,14,0.5185185185185185,Fantasy adventure / deck-building gateway,5,0.18518518518518517
Zet79,3737,67,26,0.61194026,bgg_golden_age_canon,0.13432837,bridge_cluster,14,0.5384615384615384,Recent releases / new-hotness cluster,8,0.3076923076923077
Magun071,4963,76,26,0.65789473,dungeon_crawl_cooperative_campaign_adventure,0.21052632,temporal_artifact,14,0.5384615384615384,Recent releases / new-hotness cluster,14,0.5384615384615384
Luckie_lulu,769,80,25,0.6875,current_heavy_euro_engine_builders,0.175,temporal_artifact,14,0.56,Recent releases / new-hotness cluster,14,0.56
dcunited87,1077,112,25,0.77678573,medium_worker_placement_euros,0.20535715,bridge_cluster,14,0.56,unlabeled,3,0.12
Ksavers,2634,94,25,0.7340425,historical_wargames_conflict_strategy,0.15957446,bridge_cluster,14,0.56,Area-control crossover / Root-Eclipse cluster,5,0.2
Mr_Pooorc,2893,68,25,0.63235295,dungeon_crawl_cooperative_campaign_adventure,0.1764706,temporal_artifact,14,0.56,Recent releases / new-hotness cluster,14,0.56
Panffann,3037,58,25,0.56896555,puzzle_nature_tableau_builders,0.15517241,temporal_artifact,14,0.56,Recent releases / new-hotness cluster,14,0.56
BlueMcReen,3986,61,25,0.59016395,dungeon_crawl_cooperative_campaign_adventure,0.26229507,temporal_artifact,14,0.56,Recent releases / new-hotness cluster,14,0.56
Kayne02,741,66,24,0.6363636,current_heavy_euro_engine_builders,0.25757575,temporal_artifact,14,0.5833333333333334,Recent releases / new-hotness cluster,14,0.5833333333333334
murphzone,2907,82,24,0.7073171,party_family_social_deduction,0.19512194,bridge_cluster,14,0.5833333333333334,unlabeled,5,0.20833333333333334
Blacknail,3973,70,24,0.6571429,dungeon_crawl_cooperative_campaign_adventure,0.14285715,temporal_artifact,14,0.5833333333333334,Recent releases / new-hotness cluster,14,0.5833333333333334
cazarova,4062,61,24,0.60655737,cooperative_trick_taking_deduction,0.18032786,temporal_artifact,14,0.5833333333333334,Recent releases / new-hotness cluster,14,0.5833333333333334
jantrb,500,62,23,0.62903225,current_heavy_euro_engine_builders,0.19354838,temporal_artifact,14,0.6086956521739131,Recent releases / new-hotness cluster,14,0.6086956521739131
crostino,1911,61,23,0.6229508,medium_worker_placement_euros,0.13114753,bridge_cluster,14,0.6086956521739131,unlabeled,4,0.17391304347826086
