username,row,total_selected_owned,count__bgg_golden_age_canon,count__amerithrash_miniatures_lcg,count__dungeon_crawl_cooperative_campaign_adventure,count__current_heavy_euro_engine_builders,count__historical_wargames_conflict_strategy,count__party_family_social_deduction,count__puzzle_nature_tableau_builders,count__medium_worker_placement_euros,count__cooperative_trick_taking_deduction,count__roll_and_write_number_dice_games,count__legacy_narrative_mystery,count__other,share__bgg_golden_age_canon,share__amerithrash_miniatures_lcg,share__dungeon_crawl_cooperative_campaign_adventure,share__current_heavy_euro_engine_builders,share__historical_wargames_conflict_strategy,share__party_family_social_deduction,share__puzzle_nature_tableau_builders,share__medium_worker_placement_euros,share__cooperative_trick_taking_deduction,share__roll_and_write_number_dice_games,share__legacy_narrative_mystery,share__other,dominant_dimension,dominant_share,included_share,profile_entropy_norm,n_active_dimensions
TheResistance,3484,42,0,4,1,0,1,13,1,1,2,0,6,13,0.0,0.0952381,0.023809524,0.0,0.023809524,0.30952382,0.023809524,0.023809524,0.04761905,0.0,0.14285715,0.30952382,party_family_social_deduction,0.30952382,0.6904762,0.695737689894782,9
TheRoyalPieMaker,3485,58,0,8,0,0,0,16,9,0,11,0,2,12,0.0,0.13793103,0.0,0.0,0.0,0.27586207,0.15517241,0.0,0.18965517,0.0,0.03448276,0.20689656,party_family_social_deduction,0.27586207,0.79310346,0.6740813695936702,6
TheShays,3486,168,4,12,48,3,0,13,17,1,9,2,3,56,0.023809524,0.071428575,0.2857143,0.017857144,0.0,0.077380955,0.10119048,0.005952381,0.05357143,0.011904762,0.017857144,0.33333334,other,0.33333334,0.6666666,0.7305118422631656,11
thestripelesstiger,3487,66,9,10,3,0,0,10,7,1,3,2,0,21,0.13636364,0.15151516,0.045454547,0.0,0.0,0.15151516,0.10606061,0.015151516,0.045454547,0.030303031,0.0,0.3181818,other,0.3181818,0.6818182,0.7631295926734456,9
TheStroy,3488,51,26,12,0,0,1,5,0,2,0,0,0,5,0.50980395,0.23529412,0.0,0.0,0.019607844,0.09803922,0.0,0.039215688,0.0,0.0,0.0,0.09803922,bgg_golden_age_canon,0.50980395,0.9019608,0.5406211007131423,6
TheSwoleNerd,3489,39,2,13,7,0,0,3,3,0,0,0,0,11,0.051282052,0.33333334,0.17948718,0.0,0.0,0.07692308,0.07692308,0.0,0.0,0.0,0.0,0.2820513,amerithrash_miniatures_lcg,0.33333334,0.7179487,0.635202905476152,6
Thomas Beach,3490,17,0,0,0,0,17,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,historical_wargames_conflict_strategy,1.0,1.0,-0.0,1
ThomaZ930,3491,6,0,0,0,0,0,1,2,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.16666667,0.33333334,0.0,0.0,0.0,0.0,0.5,other,0.5,0.5,0.4070190226181949,3
Thorello,3492,61,11,4,0,2,27,0,0,10,0,0,0,7,0.18032786,0.06557377,0.0,0.032786883,0.44262296,0.0,0.0,0.16393442,0.0,0.0,0.0,0.114754096,historical_wargames_conflict_strategy,0.44262296,0.8852459,0.6057566250780695,6
thorhispano,3493,75,11,24,12,1,2,3,2,3,1,0,0,16,0.14666666,0.32,0.16,0.013333334,0.026666667,0.04,0.026666667,0.04,0.013333334,0.0,0.0,0.21333334,amerithrash_miniatures_lcg,0.32,0.78666663,0.7384149235129106,10
Thorin81,3494,136,21,13,12,5,7,16,9,5,4,0,2,42,0.15441176,0.09558824,0.0882353,0.036764707,0.05147059,0.11764706,0.066176474,0.036764707,0.029411765,0.0,0.014705882,0.30882353,other,0.30882353,0.6911765,0.838169406467924,11
thptr,3495,39,4,3,1,2,15,1,0,2,3,0,1,7,0.102564104,0.07692308,0.025641026,0.051282052,0.3846154,0.025641026,0.0,0.051282052,0.07692308,0.0,0.025641026,0.17948718,historical_wargames_conflict_strategy,0.3846154,0.82051283,0.7607708871100622,10
thrasymedes,3496,69,24,1,5,4,13,2,2,3,3,0,0,12,0.3478261,0.014492754,0.072463766,0.057971016,0.1884058,0.028985508,0.028985508,0.04347826,0.04347826,0.0,0.0,0.17391305,bgg_golden_age_canon,0.3478261,0.82608694,0.7568021480402068,10
throwawaykotl,3497,51,3,1,3,2,0,3,4,1,14,0,2,18,0.05882353,0.019607844,0.05882353,0.039215688,0.0,0.05882353,0.078431375,0.019607844,0.27450982,0.0,0.039215688,0.3529412,other,0.3529412,0.64705884,0.7365593144419551,10
thrx,3498,65,6,18,8,5,2,2,1,2,1,0,1,19,0.092307694,0.2769231,0.12307692,0.07692308,0.03076923,0.03076923,0.015384615,0.03076923,0.015384615,0.0,0.015384615,0.2923077,other,0.2923077,0.70769227,0.7663001511920455,11
TichiHuichi,3499,13,2,6,0,0,1,2,0,0,0,0,0,2,0.15384616,0.46153846,0.0,0.0,0.07692308,0.15384616,0.0,0.0,0.0,0.0,0.0,0.15384616,amerithrash_miniatures_lcg,0.46153846,0.84615386,0.5706730925933831,5
Tiellet,3500,98,9,11,12,2,5,15,4,6,5,1,1,27,0.091836736,0.1122449,0.12244898,0.020408163,0.05102041,0.15306123,0.040816326,0.06122449,0.05102041,0.010204081,0.010204081,0.2755102,other,0.2755102,0.7244898,0.8622313022926655,12
tienzee,3501,14,2,6,2,0,0,2,0,0,0,0,0,2,0.14285715,0.42857143,0.14285715,0.0,0.0,0.14285715,0.0,0.0,0.0,0.0,0.0,0.14285715,amerithrash_miniatures_lcg,0.42857143,0.85714287,0.5936144269734663,5
tierdal,3502,17,0,7,4,0,1,0,0,0,0,0,0,5,0.0,0.4117647,0.23529412,0.0,0.05882353,0.0,0.0,0.0,0.0,0.0,0.0,0.29411766,amerithrash_miniatures_lcg,0.4117647,0.7058823,0.49595633131916866,4
tigermuppetcut,3503,343,61,69,19,9,49,26,6,22,8,3,2,69,0.17784257,0.20116618,0.055393588,0.026239067,0.14285715,0.07580175,0.017492712,0.06413994,0.023323616,0.008746356,0.005830904,0.20116618,amerithrash_miniatures_lcg,0.20116618,0.79883385,0.8401408231990989,12
tilouboy,3504,73,26,10,0,0,11,0,0,0,7,0,0,19,0.3561644,0.1369863,0.0,0.0,0.15068494,0.0,0.0,0.0,0.09589041,0.0,0.0,0.26027396,bgg_golden_age_canon,0.3561644,0.73972607,0.603780123172088,5
tim3classik,3505,99,13,15,4,12,10,5,0,23,3,0,0,14,0.13131313,0.15151516,0.04040404,0.121212125,0.1010101,0.05050505,0.0,0.23232323,0.030303031,0.0,0.0,0.14141414,medium_worker_placement_euros,0.23232323,0.85858583,0.8217517756846079,9
Tim_park,3506,104,6,2,12,23,5,1,8,5,4,0,4,34,0.057692308,0.01923077,0.115384616,0.22115384,0.048076924,0.009615385,0.07692308,0.048076924,0.03846154,0.0,0.03846154,0.32692307,other,0.32692307,0.6730769,0.7941330399493498,11
Timaoh,3507,73,8,15,1,3,1,4,9,2,0,1,2,27,0.10958904,0.20547946,0.01369863,0.04109589,0.01369863,0.05479452,0.12328767,0.02739726,0.0,0.01369863,0.02739726,0.369863,other,0.369863,0.63013697,0.7473670859199373,11
timeodanaos,3508,110,24,11,15,4,13,9,3,8,2,0,0,21,0.21818182,0.1,0.13636364,0.036363635,0.11818182,0.08181818,0.027272727,0.07272727,0.018181818,0.0,0.0,0.19090909,bgg_golden_age_canon,0.21818182,0.8090909,0.8409489822065787,10
timmster49,3509,121,23,5,3,9,0,7,14,3,1,3,7,46,0.19008264,0.041322313,0.024793388,0.07438017,0.0,0.05785124,0.11570248,0.024793388,0.008264462,0.024793388,0.05785124,0.38016528,other,0.38016528,0.6198347,0.7654727068989783,11
Timosil,3510,141,7,13,0,20,31,9,2,30,6,0,1,22,0.04964539,0.09219858,0.0,0.14184397,0.21985815,0.06382979,0.014184397,0.21276596,0.04255319,0.0,0.0070921984,0.15602838,historical_wargames_conflict_strategy,0.21985815,0.8439716,0.806258975089241,10
TimTimTimTim,3511,38,11,0,0,0,0,4,0,0,7,1,0,15,0.28947368,0.0,0.0,0.0,0.0,0.10526316,0.0,0.0,0.18421052,0.02631579,0.0,0.39473686,other,0.39473686,0.6052631,0.5513722636413899,5
Tjaball,3512,115,19,5,5,5,5,22,8,4,2,6,5,29,0.16521738,0.04347826,0.04347826,0.04347826,0.04347826,0.19130434,0.069565214,0.034782607,0.017391304,0.052173913,0.04347826,0.2521739,other,0.2521739,0.7478261,0.8731491726025464,12
Tjlovebg,3513,75,18,1,1,5,7,5,0,21,0,1,0,16,0.24,0.013333334,0.013333334,0.06666667,0.093333334,0.06666667,0.0,0.28,0.0,0.013333334,0.0,0.21333334,medium_worker_placement_euros,0.28,0.78666663,0.7177883511101456,9
tlo75,3514,53,1,0,13,6,1,1,3,1,4,3,0,20,0.018867925,0.0,0.24528302,0.11320755,0.018867925,0.018867925,0.056603774,0.018867925,0.0754717,0.056603774,0.0,0.3773585,other,0.3773585,0.6226415,0.7158621252720638,10
tlorow,3515,85,4,4,10,24,1,0,10,3,3,0,1,25,0.047058824,0.047058824,0.11764706,0.28235295,0.011764706,0.0,0.11764706,0.03529412,0.03529412,0.0,0.011764706,0.29411766,other,0.29411766,0.7058823,0.7440044900923652,10
toguopp,3516,47,37,0,0,0,7,0,0,0,0,1,0,2,0.78723407,0.0,0.0,0.0,0.14893617,0.0,0.0,0.0,0.0,0.021276595,0.0,0.04255319,bgg_golden_age_canon,0.78723407,0.9574468,0.2769512849339121,4
Tokhuah,3517,51,6,10,8,0,6,8,0,4,0,1,0,8,0.11764706,0.19607843,0.15686275,0.0,0.11764706,0.15686275,0.0,0.078431375,0.0,0.019607844,0.0,0.15686275,amerithrash_miniatures_lcg,0.19607843,0.84313726,0.7933730461824915,8
TolkienFan3,3518,125,14,6,6,1,2,14,13,1,20,1,1,46,0.112,0.048,0.048,0.008,0.016,0.112,0.104,0.008,0.16,0.008,0.008,0.368,other,0.368,0.63199997,0.7642354263005033,12
tols_banon,3519,61,5,0,0,12,0,2,4,14,3,4,0,17,0.08196721,0.0,0.0,0.19672132,0.0,0.032786883,0.06557377,0.22950819,0.04918033,0.06557377,0.0,0.27868852,other,0.27868852,0.72131145,0.7389750123418507,8
tomaszb69,3520,38,2,8,14,1,0,0,1,3,0,0,1,8,0.05263158,0.21052632,0.36842105,0.02631579,0.0,0.0,0.02631579,0.078947365,0.0,0.0,0.02631579,0.21052632,dungeon_crawl_cooperative_campaign_adventure,0.36842105,0.78947365,0.6706624530564471,8
TomKat87,3521,165,9,19,20,0,1,23,18,4,13,7,6,45,0.054545455,0.11515152,0.121212125,0.0,0.006060606,0.13939394,0.10909091,0.024242423,0.07878788,0.042424243,0.036363635,0.27272728,other,0.27272728,0.72727275,0.8491086728906706,11
tomlub,3522,329,55,7,7,58,9,24,22,22,14,5,7,99,0.16717325,0.021276595,0.021276595,0.1762918,0.027355623,0.07294833,0.0668693,0.0668693,0.04255319,0.015197569,0.021276595,0.30091184,other,0.30091184,0.69908816,0.8295246092966164,12
Tomtom3989,3523,35,0,0,0,16,0,0,2,13,0,0,0,4,0.0,0.0,0.0,0.45714286,0.0,0.0,0.057142857,0.37142858,0.0,0.0,0.0,0.114285715,current_heavy_euro_engine_builders,0.45714286,0.8857143,0.45761939034521165,4
Tonydataco,3524,51,4,13,1,1,1,11,0,7,0,0,0,13,0.078431375,0.25490198,0.019607844,0.019607844,0.019607844,0.21568628,0.0,0.13725491,0.0,0.0,0.0,0.25490198,amerithrash_miniatures_lcg,0.25490198,0.745098,0.6966847797158473,8
toobuy,3525,24,3,0,4,0,5,2,0,4,1,1,0,4,0.125,0.0,0.16666667,0.0,0.20833333,0.083333336,0.0,0.16666667,0.041666668,0.041666668,0.0,0.16666667,historical_wargames_conflict_strategy,0.20833333,0.8333333,0.7865560335407445,8
toothygrim,3526,50,17,17,2,0,1,5,0,0,3,1,0,4,0.34,0.34,0.04,0.0,0.02,0.1,0.0,0.0,0.06,0.02,0.0,0.08,bgg_golden_age_canon,0.34,0.92,0.6519150446381289,8
topBGG,3527,59,9,3,3,1,2,4,3,1,10,2,0,21,0.15254237,0.050847456,0.050847456,0.016949153,0.033898305,0.06779661,0.050847456,0.016949153,0.16949153,0.033898305,0.0,0.3559322,other,0.3559322,0.64406776,0.7887183362205578,11
tophatg,3528,254,16,96,31,3,4,37,2,14,8,1,1,41,0.062992126,0.37795275,0.122047246,0.011811024,0.015748031,0.1456693,0.007874016,0.05511811,0.031496063,0.003937008,0.003937008,0.16141732,amerithrash_miniatures_lcg,0.37795275,0.8385827,0.7411999202398025,12
Torrek,3529,64,0,7,6,8,1,5,5,6,1,2,1,22,0.0,0.109375,0.09375,0.125,0.015625,0.078125,0.078125,0.09375,0.015625,0.03125,0.015625,0.34375,other,0.34375,0.65625,0.8106874907189733,11
Tostapane,3530,12,0,9,0,0,2,0,0,1,0,0,0,0,0.0,0.75,0.0,0.0,0.16666667,0.0,0.0,0.083333336,0.0,0.0,0.0,0.0,amerithrash_miniatures_lcg,0.75,1.0,0.2903383434258529,3
Toughjax,3531,42,2,7,2,1,3,10,0,0,2,0,1,14,0.04761905,0.16666667,0.04761905,0.023809524,0.071428575,0.23809524,0.0,0.0,0.04761905,0.0,0.023809524,0.33333334,other,0.33333334,0.6666666,0.7275676699701561,9
tranmaithang,3532,34,6,4,4,3,0,3,0,2,0,0,1,11,0.1764706,0.11764706,0.11764706,0.0882353,0.0,0.0882353,0.0,0.05882353,0.0,0.0,0.029411765,0.32352942,other,0.32352942,0.6764706,0.7539699935129853,8
treaty,3533,165,5,10,11,17,56,6,6,6,7,1,5,35,0.030303031,0.060606062,0.06666667,0.1030303,0.33939394,0.036363635,0.036363635,0.036363635,0.042424243,0.006060606,0.030303031,0.21212122,historical_wargames_conflict_strategy,0.33939394,0.78787875,0.8123941905201189,12
Trebuh,3534,57,3,14,11,2,0,4,5,0,1,0,1,16,0.05263158,0.24561404,0.19298245,0.03508772,0.0,0.07017544,0.0877193,0.0,0.01754386,0.0,0.01754386,0.28070176,other,0.28070176,0.71929824,0.7377477101996002,9
Treelady,3535,68,0,9,6,2,0,14,10,1,4,0,3,19,0.0,0.13235295,0.0882353,0.029411765,0.0,0.20588236,0.14705883,0.014705882,0.05882353,0.0,0.04411765,0.27941176,other,0.27941176,0.7205882,0.7708696125159471,9
triangleforces,3536,89,13,3,12,8,4,8,7,1,4,2,1,26,0.14606741,0.033707865,0.13483146,0.08988764,0.04494382,0.08988764,0.07865169,0.011235955,0.04494382,0.02247191,0.011235955,0.29213482,other,0.29213482,0.7078652,0.8543715409754715,12
Tricen,3537,104,24,4,5,1,0,13,11,2,12,1,4,27,0.23076923,0.03846154,0.048076924,0.009615385,0.0,0.125,0.10576923,0.01923077,0.115384616,0.009615385,0.03846154,0.2596154,other,0.2596154,0.7403846,0.8036667832448767,11
Triggersten,3538,129,17,3,10,1,21,10,10,0,8,0,0,49,0.13178295,0.023255814,0.07751938,0.007751938,0.1627907,0.07751938,0.07751938,0.0,0.062015504,0.0,0.0,0.37984496,other,0.37984496,0.62015504,0.7334453644730895,9
Trilfer,3539,43,0,0,11,9,1,0,4,4,0,1,2,11,0.0,0.0,0.25581396,0.20930232,0.023255814,0.0,0.093023255,0.093023255,0.0,0.023255814,0.046511628,0.25581396,dungeon_crawl_cooperative_campaign_adventure,0.25581396,0.74418604,0.7180676999110808,8
trim9001,3540,71,2,7,2,3,1,9,4,14,7,1,0,21,0.028169014,0.09859155,0.028169014,0.04225352,0.014084507,0.12676056,0.056338027,0.1971831,0.09859155,0.014084507,0.0,0.29577464,other,0.29577464,0.70422536,0.8113045239110784,11
TristanMuntsinger,3541,62,7,8,1,12,13,1,1,4,6,0,0,9,0.11290322,0.12903225,0.016129032,0.19354838,0.20967741,0.016129032,0.016129032,0.06451613,0.09677419,0.0,0.0,0.14516129,historical_wargames_conflict_strategy,0.20967741,0.8548387,0.8203815609409514,10
Trochosa Ruricola,3542,414,106,70,16,7,18,32,23,27,12,18,3,82,0.25603864,0.16908212,0.038647342,0.016908212,0.04347826,0.077294685,0.055555556,0.06521739,0.028985508,0.04347826,0.007246377,0.19806764,bgg_golden_age_canon,0.25603864,0.80193233,0.850040123400538,12
Tron933,3543,277,60,11,7,32,5,7,22,45,4,16,0,68,0.2166065,0.039711192,0.025270758,0.115523465,0.018050542,0.025270758,0.079422385,0.16245487,0.014440433,0.057761732,0.0,0.24548736,other,0.24548736,0.75451267,0.8186406081698818,11
TronTheKhan,3544,18,0,6,2,0,0,0,3,0,1,0,0,6,0.0,0.33333334,0.11111111,0.0,0.0,0.0,0.16666667,0.0,0.055555556,0.0,0.0,0.33333334,amerithrash_miniatures_lcg,0.33333334,0.6666666,0.5777871562011941,5
TroubledSpirit,3545,43,0,22,6,0,0,0,0,5,0,1,0,9,0.0,0.5116279,0.13953489,0.0,0.0,0.0,0.0,0.11627907,0.0,0.023255814,0.0,0.20930232,amerithrash_miniatures_lcg,0.5116279,0.7906977,0.5161946074494332,5
troylow,3546,77,15,7,5,4,7,3,0,8,9,1,0,18,0.19480519,0.09090909,0.064935066,0.051948052,0.09090909,0.038961038,0.0,0.103896104,0.116883114,0.012987013,0.0,0.23376623,other,0.23376623,0.7662338,0.8429283625133942,10
TroyNyne,3547,72,2,3,1,12,1,3,8,4,6,1,0,31,0.027777778,0.041666668,0.013888889,0.16666667,0.013888889,0.041666668,0.11111111,0.055555556,0.083333336,0.013888889,0.0,0.43055555,other,0.43055555,0.5694444,0.7307353021145749,11
Truk,3548,35,4,6,2,5,2,0,0,3,0,0,1,12,0.114285715,0.17142858,0.057142857,0.14285715,0.057142857,0.0,0.0,0.08571429,0.0,0.0,0.028571429,0.34285715,other,0.34285715,0.6571429,0.738250806692028,8
TrumperTroy,3549,23,1,0,2,0,1,3,1,0,1,1,1,12,0.04347826,0.0,0.08695652,0.0,0.04347826,0.13043478,0.04347826,0.0,0.04347826,0.04347826,0.04347826,0.5217391,other,0.5217391,0.47826087,0.6581536426322928,9
TrunII,3550,30,0,0,2,7,2,1,3,1,5,0,0,9,0.0,0.0,0.06666667,0.23333333,0.06666667,0.033333335,0.1,0.033333335,0.16666667,0.0,0.0,0.3,other,0.3,0.7,0.7314013160942046,8
tscox87,3551,60,14,7,3,0,0,3,2,0,9,0,5,17,0.23333333,0.11666667,0.05,0.0,0.0,0.05,0.033333335,0.0,0.15,0.0,0.083333336,0.28333333,other,0.28333333,0.7166667,0.745351245869225,8
tsundoku310,3552,69,36,2,7,1,1,1,0,9,3,1,1,7,0.5217391,0.028985508,0.10144927,0.014492754,0.014492754,0.014492754,0.0,0.13043478,0.04347826,0.014492754,0.014492754,0.10144927,bgg_golden_age_canon,0.5217391,0.89855075,0.6499924647744367,11
tuai,3553,84,2,3,30,14,0,1,12,1,1,1,0,19,0.023809524,0.035714287,0.35714287,0.16666667,0.0,0.011904762,0.14285715,0.011904762,0.011904762,0.011904762,0.0,0.22619048,dungeon_crawl_cooperative_campaign_adventure,0.35714287,0.77380955,0.683941235703684,10
tukmat,3554,151,77,16,0,2,4,16,1,17,1,2,3,12,0.50993377,0.105960265,0.0,0.013245033,0.026490066,0.105960265,0.0066225166,0.11258278,0.0066225166,0.013245033,0.01986755,0.0794702,bgg_golden_age_canon,0.50993377,0.9205298,0.6524590623957461,11
TumbleSteak,3555,330,62,19,27,8,55,19,7,7,40,4,4,78,0.18787879,0.05757576,0.08181818,0.024242423,0.16666667,0.05757576,0.021212121,0.021212121,0.121212125,0.012121212,0.012121212,0.23636363,other,0.23636363,0.76363635,0.8465552435108703,12
Turbine2k5,3556,75,21,13,2,0,13,9,0,6,0,0,0,11,0.28,0.17333333,0.026666667,0.0,0.17333333,0.12,0.0,0.08,0.0,0.0,0.0,0.14666666,bgg_golden_age_canon,0.28,0.85333335,0.7238326570480178,7
turbotix,3557,65,2,9,22,2,1,2,1,4,0,3,4,15,0.03076923,0.13846155,0.33846155,0.03076923,0.015384615,0.03076923,0.015384615,0.06153846,0.0,0.046153847,0.06153846,0.23076923,dungeon_crawl_cooperative_campaign_adventure,0.33846155,0.7692308,0.7701350446231221,11
turtle_hat,3558,6,0,0,2,1,1,0,0,1,0,0,0,1,0.0,0.0,0.33333334,0.16666667,0.16666667,0.0,0.0,0.16666667,0.0,0.0,0.0,0.16666667,dungeon_crawl_cooperative_campaign_adventure,0.33333334,0.8333333,0.6280760809579771,5
twoflo,3559,36,0,0,0,9,0,1,11,6,0,0,0,9,0.0,0.0,0.0,0.25,0.0,0.027777778,0.30555555,0.16666667,0.0,0.0,0.0,0.25,puzzle_nature_tableau_builders,0.30555555,0.75,0.584967614921575,5
TwoTowels,3560,110,2,7,15,15,2,9,3,11,5,0,1,40,0.018181818,0.06363636,0.13636364,0.13636364,0.018181818,0.08181818,0.027272727,0.1,0.045454547,0.0,0.009090909,0.36363637,other,0.36363637,0.6363636,0.7842522574599424,11
tycho00,3561,20,7,10,0,0,1,0,0,0,0,0,0,2,0.35,0.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,amerithrash_miniatures_lcg,0.5,0.9,0.4402806712950303,4
Tyybean,3562,22,0,0,1,2,7,0,0,2,1,0,0,9,0.0,0.0,0.045454547,0.09090909,0.3181818,0.0,0.0,0.09090909,0.045454547,0.0,0.0,0.4090909,other,0.4090909,0.5909091,0.5823147847663088,6
tzartomi,3563,32,0,6,3,5,2,0,1,0,0,0,0,15,0.0,0.1875,0.09375,0.15625,0.0625,0.0,0.03125,0.0,0.0,0.0,0.0,0.46875,other,0.46875,0.53125,0.5885899864244113,6
uf0mammut,3564,48,4,11,1,0,7,4,1,2,4,1,0,13,0.083333336,0.22916667,0.020833334,0.0,0.14583333,0.083333336,0.020833334,0.041666668,0.083333336,0.020833334,0.0,0.27083334,other,0.27083334,0.7291666,0.7918914373265611,10
UglukTheElder,3565,63,6,14,0,1,27,3,1,3,0,0,0,8,0.0952381,0.22222222,0.0,0.015873017,0.42857143,0.04761905,0.015873017,0.04761905,0.0,0.0,0.0,0.12698413,historical_wargames_conflict_strategy,0.42857143,0.8730159,0.6458376850640135,8
ukmatt78,3566,100,3,3,3,3,1,12,23,0,5,1,5,41,0.03,0.03,0.03,0.03,0.01,0.12,0.23,0.0,0.05,0.01,0.05,0.41,other,0.41,0.59000003,0.7124919016822818,11
umweber5,3567,59,10,7,4,1,23,5,1,0,2,0,0,6,0.16949153,0.118644066,0.06779661,0.016949153,0.3898305,0.084745765,0.016949153,0.0,0.033898305,0.0,0.0,0.10169491,historical_wargames_conflict_strategy,0.3898305,0.89830506,0.7235677482245996,9
UnalignedMagi,3568,145,31,28,0,1,9,21,2,19,0,1,0,33,0.2137931,0.19310345,0.0,0.0068965517,0.062068965,0.14482759,0.013793103,0.13103448,0.0,0.0068965517,0.0,0.22758621,other,0.22758621,0.7724138,0.736711725766113,9
Ungalor,3569,65,3,23,1,0,1,9,0,11,0,1,0,16,0.046153847,0.35384616,0.015384615,0.0,0.015384615,0.13846155,0.0,0.16923077,0.0,0.015384615,0.0,0.24615385,amerithrash_miniatures_lcg,0.35384616,0.75384617,0.6526149757742519,8
Unholy Lizard,3570,39,13,12,2,0,1,6,0,0,0,0,0,5,0.33333334,0.30769232,0.051282052,0.0,0.025641026,0.15384616,0.0,0.0,0.0,0.0,0.0,0.12820514,bgg_golden_age_canon,0.33333334,0.8717949,0.6142896443503252,6
Univanger,3571,32,2,2,0,7,4,1,2,5,0,0,2,7,0.0625,0.0625,0.0,0.21875,0.125,0.03125,0.0625,0.15625,0.0,0.0,0.0625,0.21875,current_heavy_euro_engine_builders,0.21875,0.78125,0.8114397128035798,9
UniversalWaite,3572,84,6,9,3,8,37,3,2,1,0,2,1,12,0.071428575,0.10714286,0.035714287,0.0952381,0.44047618,0.035714287,0.023809524,0.011904762,0.0,0.023809524,0.011904762,0.14285715,historical_wargames_conflict_strategy,0.44047618,0.85714287,0.7293576035287502,11
UnluckiestCat,3573,166,68,0,1,1,1,8,1,0,28,8,2,48,0.40963855,0.0,0.006024096,0.006024096,0.006024096,0.04819277,0.006024096,0.0,0.16867469,0.04819277,0.012048192,0.28915662,bgg_golden_age_canon,0.40963855,0.7108434,0.6009454740308103,10
unprinted,3574,219,94,8,0,1,21,21,3,9,14,6,0,42,0.42922375,0.03652968,0.0,0.00456621,0.09589041,0.09589041,0.01369863,0.04109589,0.06392694,0.02739726,0.0,0.19178082,bgg_golden_age_canon,0.42922375,0.8082192,0.6998988980337344,10
USB Connector,3575,50,4,5,3,0,1,13,1,4,7,0,0,12,0.08,0.1,0.06,0.0,0.02,0.26,0.02,0.08,0.14,0.0,0.0,0.24,party_family_social_deduction,0.26,0.76,0.7757488857162764,9
Usbert,3576,49,2,9,4,4,0,3,3,5,0,5,0,14,0.040816326,0.18367347,0.08163265,0.08163265,0.0,0.06122449,0.06122449,0.10204082,0.0,0.10204082,0.0,0.2857143,other,0.2857143,0.71428573,0.8115499555555202,9
UtileDulci,3577,29,2,1,1,2,0,4,2,0,4,0,0,13,0.06896552,0.03448276,0.03448276,0.06896552,0.0,0.13793103,0.06896552,0.0,0.13793103,0.0,0.0,0.44827586,other,0.44827586,0.55172414,0.6807721163855011,8
utilitar,3578,65,9,3,0,0,11,5,1,3,7,0,3,23,0.13846155,0.046153847,0.0,0.0,0.16923077,0.07692308,0.015384615,0.046153847,0.10769231,0.0,0.046153847,0.35384616,other,0.35384616,0.6461538,0.7523010487361117,9
UtterMarcus,3579,51,5,11,5,3,1,4,1,11,3,0,0,7,0.09803922,0.21568628,0.09803922,0.05882353,0.019607844,0.078431375,0.019607844,0.21568628,0.05882353,0.0,0.0,0.13725491,amerithrash_miniatures_lcg,0.21568628,0.8627451,0.8357658458248782,10
Uvatha the horseman,3580,36,16,6,1,0,7,0,0,5,0,0,0,1,0.44444445,0.16666667,0.027777778,0.0,0.19444445,0.0,0.0,0.1388889,0.0,0.0,0.0,0.027777778,bgg_golden_age_canon,0.44444445,0.9722222,0.5838151991743544,6
Val42,3581,51,29,1,1,2,3,3,3,2,1,0,0,6,0.5686275,0.019607844,0.019607844,0.039215688,0.05882353,0.05882353,0.05882353,0.039215688,0.019607844,0.0,0.0,0.11764706,bgg_golden_age_canon,0.5686275,0.88235295,0.6270080023551913,10
valenski,3582,183,47,12,2,9,52,6,0,37,1,1,1,15,0.2568306,0.06557377,0.010928961,0.04918033,0.284153,0.032786883,0.0,0.2021858,0.0054644807,0.0054644807,0.0054644807,0.08196721,historical_wargames_conflict_strategy,0.284153,0.91803277,0.7278014440912204,11
valeria_tommo1,3583,2,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,amerithrash_miniatures_lcg,0.5,1.0,0.27894294641761913,2
Valk,3584,54,1,14,6,0,2,5,4,0,4,0,3,15,0.018518519,0.25925925,0.11111111,0.0,0.037037037,0.09259259,0.074074075,0.0,0.074074075,0.0,0.055555556,0.2777778,other,0.2777778,0.7222222,0.7695895876650879,9
Valkyrie83,3585,16,1,1,4,0,0,0,0,0,0,0,1,9,0.0625,0.0625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.5625,other,0.5625,0.4375,0.4789219551838307,5
Valzur,3586,47,0,10,8,1,0,6,2,1,1,1,2,15,0.0,0.21276596,0.17021276,0.021276595,0.0,0.12765957,0.04255319,0.021276595,0.021276595,0.021276595,0.04255319,0.31914893,other,0.31914893,0.6808511,0.7462213864413292,10
VanguardUK,3587,102,16,12,13,1,3,6,6,6,7,2,1,29,0.15686275,0.11764706,0.12745099,0.009803922,0.029411765,0.05882353,0.05882353,0.05882353,0.068627454,0.019607844,0.009803922,0.28431374,other,0.28431374,0.71568626,0.8522662786055178,12
