bgg_id,name,overall_rank,community,manual_label,community_type,average_rating,average_weight,owned,year_published,degree,weighted_degree_strength,betweenness,weighted_clustering,degree_rank,strength_rank,betweenness_rank
267271,Egizia: Shifting Sands,2067,8,Medium worker-placement euros,taste_specialist,7.45066,2.8571,2585,2019,68,12.693473279476164,0.0,0.03372523539896391,2346,2278,175
345155,Bruxelles 1893: Belle Époque,2070,2,Current heavy euro engine builders,taste_specialist,7.90849,3.3415,2777,2023,105,23.617282569408413,0.0,0.029026615675728742,829,1571,175
46396,Ubongo 3D,2071,28,Real-time cooperative micro-cluster,taste_cross_over,7.05826,1.9118,3160,2009,79,10.618939153850075,0.0,0.02633744537345319,1990,2372,175
339484,Savannah Park,2072,13,Puzzle / nature tableau builders,taste_cross_over,7.02997,1.7719,4261,2021,69,14.011203378438948,0.0,0.03702296198857084,2330,2193,175
352454,Trailblazers,2073,19,Recent releases / new-hotness cluster,temporal_artifact,6.99389,1.8,4036,2023,75,16.324918448925015,0.0,0.03577162204858203,2158,2050,175
245354,Unlock!: Secret Adventures – The Adventurers of Oz,2076,25,Party / family / social deduction,taste_cross_over,7.32577,2.8571,2498,2018,74,6.199965350329873,0.0,0.017348647846765243,2194,2494,175
248158,Thanos Rising: Avengers Infinity War,2077,23,Fantasy adventure / deck-building gateway,taste_cross_over,7.04641,2.06,4618,2018,84,12.894737169146534,0.0,0.027522950234147966,1764,2264,175
298229,Steampunk Rally Fusion,2078,13,Puzzle / nature tableau builders,taste_cross_over,7.31213,2.8049,4529,2021,69,13.619385629892347,0.0,0.03711784039302434,2330,2219,175
309430,Tiny Epic Pirates,2079,23,Fantasy adventure / deck-building gateway,taste_cross_over,7.00305,2.8764,9562,2021,81,25.018099561333653,0.0,0.04322185663481667,1907,1489,175
413260,Botanicus,2081,19,Recent releases / new-hotness cluster,temporal_artifact,7.37691,2.4,2501,2024,81,12.856133729219433,0.0,0.0280106173902122,1907,2267,175
40270,Call of Cthulhu: The Card Game,2082,9,Amerithrash / miniatures / LCG,taste_specialist,6.89203,2.9045,5534,2008,82,14.488978214561936,0.0,0.024730793895722136,1861,2157,175
15511,Fjords,2083,10,BGG Golden Age canon,temporal_canon,6.77156,1.7103,4285,2005,76,13.528570264577862,0.0,0.02782303626701664,2119,2225,175
454909,Origin Story,2086,19,Recent releases / new-hotness cluster,temporal_artifact,7.26907,2.0976,4295,2025,90,32.82450672984123,0.0,0.04852909558582837,1445,1159,175
265256,PUSH,2088,19,Recent releases / new-hotness cluster,temporal_artifact,6.7952,1.0441,6724,2018,78,24.159518137574192,0.0,0.04749395676745124,2035,1537,175
